timestamp,transaction_type,channel,amount_band,hour_of_day,recent_transaction_count,minutes_since_previous_transaction,device_change,distance_from_recent_pattern,recent_failed_transaction_count,manual_review_required
2025-01-01T05:40:00Z,atm_withdrawal,mobile,under_25,9,5,5.05,true,0.411,0,1
2025-01-01T05:57:00Z,internal_transfer,atm,25_to_99,15,3,12.22,true,0.014,0,0
2025-01-01T06:14:00Z,atm_withdrawal,branch_assisted,100_to_499,7,1,23.50,false,0.149,1,0
2025-01-01T06:31:00Z,bill_payment,branch_assisted,25_to_99,19,3,32.94,false,0.389,0,0
2025-01-01T06:48:00Z,bill_payment,mobile,100_to_499,12,4,177.07,false,0.341,0,1
2025-01-01T07:05:00Z,bill_payment,branch_assisted,500_to_999,2,1,97.41,false,0.183,1,0
2025-01-01T07:22:00Z,atm_withdrawal,mobile,25_to_99,22,5,5.02,true,0.373,2,1
2025-01-01T07:39:00Z,bill_payment,mobile,under_25,20,2,5.61,false,0.102,0,0
2025-01-01T07:56:00Z,bill_payment,mobile,under_25,8,1,1.38,false,0.158,1,0
2025-01-01T08:13:00Z,debit_purchase,web,100_to_499,12,2,104.95,false,0.678,0,1
2025-01-01T08:30:00Z,internal_transfer,atm,under_25,1,4,27.96,true,0.325,0,0
2025-01-01T08:47:00Z,deposit,mobile,25_to_99,3,2,14.73,false,0.167,1,0
2025-01-01T09:04:00Z,debit_purchase,web,25_to_99,5,5,32.28,false,0.563,0,1
2025-01-01T09:21:00Z,external_transfer,mobile,500_to_999,19,2,73.45,false,0.523,0,0
2025-01-01T09:38:00Z,debit_purchase,mobile,1000_to_2499,17,3,23.72,false,0.301,0,0
2025-01-01T09:55:00Z,debit_purchase,mobile,500_to_999,5,2,3.51,false,0.465,1,1
2025-01-01T10:12:00Z,debit_purchase,web,100_to_499,3,4,6.07,false,0.607,0,0
2025-01-01T10:29:00Z,debit_purchase,atm,25_to_99,2,2,11.46,false,0.444,1,0
2025-01-01T10:46:00Z,debit_purchase,mobile,500_to_999,11,3,92.45,false,0.336,0,0
2025-01-01T11:03:00Z,debit_purchase,mobile,25_to_99,3,0,43.76,false,0.120,1,0
2025-01-01T11:20:00Z,debit_purchase,atm,25_to_99,19,3,6.53,true,0.293,0,1
2025-01-01T11:37:00Z,debit_purchase,mobile,100_to_499,14,1,51.79,false,0.262,1,0
2025-01-01T11:54:00Z,bill_payment,atm,25_to_99,10,6,80.13,false,0.174,0,1
2025-01-01T12:11:00Z,bill_payment,web,under_25,2,1,61.23,false,0.143,0,0
2025-01-01T12:28:00Z,external_transfer,atm,2500_plus,14,2,31.56,false,0.194,0,0
2025-01-01T12:45:00Z,debit_purchase,mobile,500_to_999,22,5,0.76,false,0.118,0,1
2025-01-01T13:02:00Z,debit_purchase,web,25_to_99,13,3,135.40,false,0.368,0,0
2025-01-01T13:19:00Z,external_transfer,mobile,500_to_999,10,3,12.94,false,0.250,0,0
2025-01-01T13:36:00Z,bill_payment,atm,1000_to_2499,15,3,105.15,false,0.377,0,0
2025-01-01T13:53:00Z,bill_payment,mobile,25_to_99,13,2,12.12,false,0.403,1,0
2025-01-01T14:10:00Z,bill_payment,mobile,25_to_99,21,2,54.89,false,0.472,1,1
2025-01-01T14:27:00Z,bill_payment,mobile,25_to_99,23,2,12.03,false,0.533,0,1
2025-01-01T14:44:00Z,external_transfer,atm,100_to_499,3,4,3.84,false,0.247,0,1
2025-01-01T15:01:00Z,debit_purchase,branch_assisted,under_25,15,0,22.79,true,0.355,1,0
2025-01-01T15:18:00Z,debit_purchase,mobile,under_25,19,1,197.88,false,0.086,0,0
2025-01-01T15:35:00Z,bill_payment,mobile,100_to_499,20,0,0.03,false,0.246,0,0
2025-01-01T15:52:00Z,external_transfer,mobile,100_to_499,7,1,20.55,false,0.337,1,0
2025-01-01T16:09:00Z,internal_transfer,web,100_to_499,13,2,15.26,false,0.533,0,0
2025-01-01T16:26:00Z,deposit,atm,25_to_99,5,1,21.20,false,0.104,0,0
2025-01-01T16:43:00Z,debit_purchase,mobile,under_25,3,0,18.43,false,0.375,1,1
2025-01-01T17:00:00Z,internal_transfer,mobile,25_to_99,18,2,80.34,false,0.284,1,1
2025-01-01T17:17:00Z,bill_payment,mobile,500_to_999,10,2,36.30,false,0.230,0,0
2025-01-01T17:34:00Z,bill_payment,mobile,100_to_499,22,3,81.45,false,0.371,0,0
2025-01-01T17:51:00Z,debit_purchase,mobile,2500_plus,6,3,18.28,false,0.264,0,0
2025-01-01T18:08:00Z,internal_transfer,mobile,under_25,12,5,16.69,false,0.243,0,0
2025-01-01T18:25:00Z,deposit,branch_assisted,100_to_499,15,2,37.37,false,0.468,0,1
2025-01-01T18:42:00Z,external_transfer,mobile,under_25,15,3,9.93,false,0.107,1,0
2025-01-01T18:59:00Z,bill_payment,atm,25_to_99,20,3,11.30,false,0.206,0,0
2025-01-01T19:16:00Z,deposit,mobile,100_to_499,18,3,27.32,false,0.459,0,1
2025-01-01T19:33:00Z,deposit,mobile,under_25,16,2,44.26,false,0.385,0,1
2025-01-01T19:50:00Z,external_transfer,mobile,under_25,3,0,2.52,false,0.218,0,0
2025-01-01T20:07:00Z,debit_purchase,web,under_25,17,4,50.21,true,0.279,1,0
2025-01-01T20:24:00Z,deposit,mobile,100_to_499,21,2,30.59,false,0.350,0,0
2025-01-01T20:41:00Z,internal_transfer,mobile,1000_to_2499,9,2,1.80,false,0.215,1,0
2025-01-01T20:58:00Z,external_transfer,atm,25_to_99,16,4,64.92,true,0.519,1,1
2025-01-01T21:15:00Z,debit_purchase,mobile,2500_plus,13,6,38.27,false,0.180,0,1
2025-01-01T21:32:00Z,external_transfer,branch_assisted,25_to_99,19,3,22.91,false,0.435,1,0
2025-01-01T21:49:00Z,debit_purchase,mobile,2500_plus,4,3,1.52,false,0.405,0,1
2025-01-01T22:06:00Z,internal_transfer,mobile,25_to_99,18,2,157.13,false,0.273,0,0
2025-01-01T22:23:00Z,debit_purchase,mobile,under_25,4,1,62.51,false,0.623,0,1
2025-01-01T22:40:00Z,bill_payment,mobile,under_25,5,3,1.86,false,0.148,1,0
2025-01-01T22:57:00Z,debit_purchase,mobile,under_25,3,0,8.98,false,0.205,0,0
2025-01-01T23:14:00Z,internal_transfer,atm,100_to_499,20,1,139.41,false,0.080,0,0
2025-01-01T23:31:00Z,debit_purchase,mobile,under_25,11,2,76.87,false,0.244,0,0
2025-01-01T23:48:00Z,internal_transfer,mobile,1000_to_2499,16,5,85.32,false,0.398,0,0
2025-01-02T00:05:00Z,external_transfer,mobile,25_to_99,13,5,38.67,false,0.326,1,1
2025-01-02T00:22:00Z,bill_payment,mobile,500_to_999,18,1,7.75,true,0.175,2,1
2025-01-02T00:39:00Z,deposit,web,25_to_99,11,0,0.11,false,0.476,0,1
2025-01-02T00:56:00Z,debit_purchase,branch_assisted,500_to_999,17,3,46.00,false,0.248,0,1
2025-01-02T01:13:00Z,debit_purchase,mobile,under_25,23,5,6.68,false,0.620,0,0
2025-01-02T01:30:00Z,debit_purchase,mobile,under_25,6,3,26.68,false,0.092,0,0
2025-01-02T01:47:00Z,bill_payment,mobile,100_to_499,9,4,45.63,true,0.196,0,1
2025-01-02T02:04:00Z,deposit,web,100_to_499,0,1,21.03,true,0.020,0,0
2025-01-02T02:21:00Z,bill_payment,mobile,25_to_99,23,3,30.43,false,0.219,2,0
2025-01-02T02:38:00Z,atm_withdrawal,web,25_to_99,11,4,5.56,true,0.079,0,0
2025-01-02T02:55:00Z,internal_transfer,mobile,25_to_99,18,6,12.55,false,0.533,0,0
2025-01-02T03:12:00Z,external_transfer,mobile,500_to_999,1,3,27.79,false,0.134,0,0
2025-01-02T03:29:00Z,debit_purchase,mobile,1000_to_2499,8,3,72.69,true,0.114,0,0
2025-01-02T03:46:00Z,debit_purchase,mobile,25_to_99,21,3,28.26,false,0.245,1,0
2025-01-02T04:03:00Z,debit_purchase,branch_assisted,500_to_999,3,1,1.11,true,0.088,0,0
2025-01-02T04:20:00Z,debit_purchase,web,under_25,23,3,12.58,false,0.504,0,1
2025-01-02T04:37:00Z,debit_purchase,atm,25_to_99,14,2,75.94,false,0.257,0,0
2025-01-02T04:54:00Z,debit_purchase,mobile,under_25,7,1,17.47,false,0.079,0,0
2025-01-02T05:11:00Z,atm_withdrawal,mobile,under_25,4,3,2.50,true,0.049,0,0
2025-01-02T05:28:00Z,internal_transfer,atm,1000_to_2499,20,0,23.07,false,0.238,1,0
2025-01-02T05:45:00Z,internal_transfer,web,25_to_99,23,2,1.07,false,0.320,1,1
2025-01-02T06:02:00Z,debit_purchase,mobile,25_to_99,22,2,78.56,false,0.098,1,0
2025-01-02T06:19:00Z,bill_payment,mobile,2500_plus,2,2,18.04,false,0.281,0,0
2025-01-02T06:36:00Z,internal_transfer,mobile,100_to_499,11,1,34.26,false,0.156,0,1
2025-01-02T06:53:00Z,atm_withdrawal,mobile,25_to_99,7,2,18.85,false,0.173,0,1
2025-01-02T07:10:00Z,internal_transfer,mobile,25_to_99,7,4,46.40,false,0.296,1,1
2025-01-02T07:27:00Z,external_transfer,branch_assisted,100_to_499,5,5,13.83,false,0.296,0,0
2025-01-02T07:44:00Z,internal_transfer,mobile,25_to_99,13,4,8.09,false,0.140,1,0
2025-01-02T08:01:00Z,debit_purchase,mobile,500_to_999,3,1,15.79,false,0.285,1,0
2025-01-02T08:18:00Z,debit_purchase,atm,100_to_499,1,3,45.17,false,0.142,0,0
2025-01-02T08:35:00Z,internal_transfer,mobile,1000_to_2499,8,4,212.87,false,0.130,1,0
2025-01-02T08:52:00Z,atm_withdrawal,mobile,500_to_999,9,3,34.69,false,0.116,0,0
2025-01-02T09:09:00Z,debit_purchase,mobile,500_to_999,22,2,33.23,false,0.088,0,1
2025-01-02T09:26:00Z,debit_purchase,mobile,25_to_99,21,0,85.46,false,0.517,0,0
2025-01-02T09:43:00Z,debit_purchase,mobile,25_to_99,19,1,126.06,true,0.474,0,1
2025-01-02T10:00:00Z,bill_payment,mobile,25_to_99,20,0,16.68,false,0.387,1,1
2025-01-02T10:17:00Z,debit_purchase,web,under_25,7,2,19.87,false,0.194,0,0
2025-01-02T10:34:00Z,bill_payment,web,25_to_99,13,2,31.87,false,0.080,1,0
2025-01-02T10:51:00Z,bill_payment,mobile,1000_to_2499,2,3,32.32,false,0.026,0,0
2025-01-02T11:08:00Z,internal_transfer,atm,under_25,3,3,52.41,false,0.337,0,1
2025-01-02T11:25:00Z,external_transfer,mobile,100_to_499,12,2,3.32,false,0.399,1,0
2025-01-02T11:42:00Z,debit_purchase,branch_assisted,100_to_499,6,4,14.07,false,0.339,0,0
2025-01-02T11:59:00Z,debit_purchase,mobile,25_to_99,10,0,155.24,false,0.250,0,0
2025-01-02T12:16:00Z,internal_transfer,branch_assisted,under_25,8,2,9.65,false,0.351,0,0
2025-01-02T12:33:00Z,deposit,mobile,under_25,14,1,13.62,false,0.515,0,0
2025-01-02T12:50:00Z,atm_withdrawal,mobile,25_to_99,5,1,28.83,false,0.134,0,0
2025-01-02T13:07:00Z,internal_transfer,mobile,under_25,12,6,33.84,false,0.379,0,0
2025-01-02T13:24:00Z,deposit,branch_assisted,100_to_499,21,0,10.74,true,0.100,0,0
2025-01-02T13:41:00Z,atm_withdrawal,branch_assisted,500_to_999,23,0,5.25,false,0.188,0,0
2025-01-02T13:58:00Z,bill_payment,atm,100_to_499,7,2,100.38,false,0.107,0,0
2025-01-02T14:15:00Z,debit_purchase,mobile,100_to_499,14,2,106.82,false,0.134,0,0
2025-01-02T14:32:00Z,debit_purchase,mobile,500_to_999,1,2,58.79,false,0.196,1,0
2025-01-02T14:49:00Z,external_transfer,mobile,500_to_999,15,0,6.25,false,0.260,0,0
2025-01-02T15:06:00Z,bill_payment,mobile,under_25,18,2,5.77,false,0.157,2,0
2025-01-02T15:23:00Z,bill_payment,mobile,under_25,21,6,11.83,false,0.029,0,0
2025-01-02T15:40:00Z,bill_payment,mobile,500_to_999,19,3,13.71,false,0.220,0,0
2025-01-02T15:57:00Z,deposit,mobile,under_25,17,2,32.14,false,0.587,1,0
2025-01-02T16:14:00Z,external_transfer,branch_assisted,25_to_99,23,2,1.51,false,0.381,0,0
2025-01-02T16:31:00Z,debit_purchase,web,1000_to_2499,8,5,123.29,false,0.009,0,0
2025-01-02T16:48:00Z,external_transfer,mobile,25_to_99,21,4,0.64,false,0.235,0,0
2025-01-02T17:05:00Z,bill_payment,web,1000_to_2499,0,6,9.46,false,0.154,0,1
2025-01-02T17:22:00Z,debit_purchase,mobile,1000_to_2499,4,2,14.66,true,0.615,0,0
2025-01-02T17:39:00Z,bill_payment,web,2500_plus,1,2,3.75,false,0.453,1,0
2025-01-02T17:56:00Z,external_transfer,mobile,under_25,7,1,89.30,false,0.197,0,0
2025-01-02T18:13:00Z,bill_payment,web,25_to_99,17,5,23.74,false,0.114,0,0
2025-01-02T18:30:00Z,bill_payment,mobile,500_to_999,3,4,25.65,false,0.618,0,1
2025-01-02T18:47:00Z,debit_purchase,mobile,under_25,4,3,63.18,false,0.124,0,1
2025-01-02T19:04:00Z,bill_payment,mobile,25_to_99,14,1,12.50,false,0.107,0,0
2025-01-02T19:21:00Z,internal_transfer,mobile,100_to_499,8,4,10.08,false,0.263,2,0
2025-01-02T19:38:00Z,debit_purchase,web,100_to_499,17,2,22.25,false,0.235,2,0
2025-01-02T19:55:00Z,atm_withdrawal,web,2500_plus,7,2,20.65,false,0.295,1,0
2025-01-02T20:12:00Z,debit_purchase,branch_assisted,100_to_499,5,3,15.65,false,0.202,0,1
2025-01-02T20:29:00Z,debit_purchase,mobile,500_to_999,22,3,59.25,false,0.337,1,1
2025-01-02T20:46:00Z,debit_purchase,web,under_25,1,0,20.00,false,0.226,1,1
2025-01-02T21:03:00Z,debit_purchase,mobile,under_25,5,2,20.48,false,0.305,1,1
2025-01-02T21:20:00Z,bill_payment,mobile,25_to_99,4,1,114.04,false,0.230,1,0
2025-01-02T21:37:00Z,debit_purchase,branch_assisted,under_25,0,0,7.03,true,0.167,1,1
2025-01-02T21:54:00Z,debit_purchase,web,25_to_99,15,1,152.06,false,0.360,0,0
2025-01-02T22:11:00Z,debit_purchase,mobile,1000_to_2499,21,4,62.38,false,0.314,1,1
2025-01-02T22:28:00Z,atm_withdrawal,mobile,500_to_999,13,2,14.59,false,0.079,1,1
2025-01-02T22:45:00Z,debit_purchase,mobile,100_to_499,15,4,20.91,false,0.332,0,1
2025-01-02T23:02:00Z,deposit,mobile,under_25,7,3,6.35,false,0.070,0,0
2025-01-02T23:19:00Z,debit_purchase,web,25_to_99,17,2,33.90,false,0.172,0,1
2025-01-02T23:36:00Z,debit_purchase,web,under_25,8,2,92.86,true,0.621,0,0
2025-01-02T23:53:00Z,atm_withdrawal,web,25_to_99,20,2,71.15,false,0.415,0,0
2025-01-03T00:10:00Z,bill_payment,mobile,2500_plus,9,3,41.32,false,0.142,0,0
2025-01-03T00:27:00Z,external_transfer,atm,500_to_999,12,4,3.66,false,0.241,1,1
2025-01-03T00:44:00Z,bill_payment,web,under_25,12,1,20.36,false,0.106,0,0
2025-01-03T01:01:00Z,bill_payment,mobile,2500_plus,3,0,18.57,false,0.410,0,0
2025-01-03T01:18:00Z,bill_payment,web,100_to_499,12,1,20.50,false,0.228,0,0
2025-01-03T01:35:00Z,external_transfer,branch_assisted,100_to_499,9,2,182.64,false,0.518,0,1
2025-01-03T01:52:00Z,internal_transfer,branch_assisted,25_to_99,13,2,2.38,false,0.280,1,0
2025-01-03T02:09:00Z,atm_withdrawal,mobile,under_25,22,1,31.73,false,0.382,0,0
2025-01-03T02:26:00Z,debit_purchase,atm,500_to_999,22,5,16.13,false,0.360,0,1
2025-01-03T02:43:00Z,atm_withdrawal,mobile,under_25,12,1,16.91,false,0.482,1,0
2025-01-03T03:00:00Z,debit_purchase,branch_assisted,under_25,13,2,12.32,true,0.194,0,0
2025-01-03T03:17:00Z,bill_payment,mobile,100_to_499,0,1,2.71,false,0.333,0,0
2025-01-03T03:34:00Z,external_transfer,mobile,25_to_99,6,1,2.71,true,0.415,0,0
2025-01-03T03:51:00Z,atm_withdrawal,branch_assisted,100_to_499,7,1,48.38,false,0.282,0,0
2025-01-03T04:08:00Z,atm_withdrawal,mobile,2500_plus,21,1,12.27,false,0.599,1,1
2025-01-03T04:25:00Z,bill_payment,web,100_to_499,21,5,3.83,false,0.397,0,1
2025-01-03T04:42:00Z,external_transfer,mobile,100_to_499,17,2,11.20,false,0.396,0,0
2025-01-03T04:59:00Z,bill_payment,web,1000_to_2499,8,2,1.68,true,0.441,0,0
2025-01-03T05:16:00Z,external_transfer,mobile,25_to_99,10,4,63.96,false,0.368,0,1
2025-01-03T05:33:00Z,external_transfer,mobile,100_to_499,12,1,58.98,false,0.090,0,0
2025-01-03T05:50:00Z,debit_purchase,mobile,100_to_499,10,3,64.87,false,0.134,0,1
2025-01-03T06:07:00Z,deposit,web,100_to_499,4,1,34.19,false,0.202,1,0
2025-01-03T06:24:00Z,bill_payment,web,100_to_499,3,2,58.12,false,0.344,0,0
2025-01-03T06:41:00Z,external_transfer,web,under_25,22,1,18.91,false,0.341,1,0
2025-01-03T06:58:00Z,debit_purchase,web,100_to_499,4,0,93.24,true,0.176,1,0
2025-01-03T07:15:00Z,internal_transfer,mobile,100_to_499,9,2,32.84,false,0.424,0,0
2025-01-03T07:32:00Z,debit_purchase,web,500_to_999,18,4,6.47,false,0.188,1,0
2025-01-03T07:49:00Z,bill_payment,web,500_to_999,4,6,23.26,false,0.360,0,0
2025-01-03T08:06:00Z,atm_withdrawal,mobile,under_25,2,1,85.74,false,0.017,0,0
2025-01-03T08:23:00Z,external_transfer,mobile,1000_to_2499,9,1,4.85,false,0.138,0,0
2025-01-03T08:40:00Z,bill_payment,mobile,100_to_499,16,1,17.01,false,0.063,0,1
2025-01-03T08:57:00Z,debit_purchase,mobile,100_to_499,5,1,59.32,false,0.241,1,0
2025-01-03T09:14:00Z,deposit,web,100_to_499,5,1,19.31,false,0.236,1,0
2025-01-03T09:31:00Z,bill_payment,mobile,25_to_99,3,2,90.43,false,0.082,2,1
2025-01-03T09:48:00Z,debit_purchase,atm,25_to_99,17,1,33.45,false,0.452,1,0
2025-01-03T10:05:00Z,deposit,mobile,25_to_99,1,4,53.72,false,0.453,0,1
2025-01-03T10:22:00Z,deposit,mobile,100_to_499,23,1,34.05,false,0.258,0,0
2025-01-03T10:39:00Z,debit_purchase,web,100_to_499,3,1,3.70,false,0.063,0,0
2025-01-03T10:56:00Z,atm_withdrawal,web,under_25,0,5,3.48,false,0.492,2,1
2025-01-03T11:13:00Z,debit_purchase,branch_assisted,1000_to_2499,0,2,22.78,false,0.538,1,0
2025-01-03T11:30:00Z,debit_purchase,mobile,25_to_99,18,4,35.87,false,0.311,0,0
2025-01-03T11:47:00Z,bill_payment,mobile,500_to_999,4,2,10.72,true,0.159,0,0
2025-01-03T12:04:00Z,external_transfer,atm,25_to_99,1,4,91.64,false,0.346,0,1
2025-01-03T12:21:00Z,debit_purchase,mobile,100_to_499,5,4,5.86,false,0.156,0,0
2025-01-03T12:38:00Z,bill_payment,atm,under_25,12,2,146.97,false,0.226,0,0
2025-01-03T12:55:00Z,internal_transfer,mobile,500_to_999,18,3,88.01,false,0.153,0,0
2025-01-03T13:12:00Z,internal_transfer,mobile,25_to_99,8,5,63.08,false,0.127,0,0
2025-01-03T13:29:00Z,bill_payment,atm,500_to_999,4,1,61.66,false,0.251,1,0
2025-01-03T13:46:00Z,bill_payment,branch_assisted,25_to_99,13,5,31.51,false,0.453,0,1
2025-01-03T14:03:00Z,atm_withdrawal,mobile,25_to_99,21,2,39.69,false,0.236,1,0
2025-01-03T14:20:00Z,internal_transfer,atm,100_to_499,23,1,68.74,false,0.432,1,0
2025-01-03T14:37:00Z,bill_payment,mobile,under_25,20,2,6.58,false,0.727,0,1
2025-01-03T14:54:00Z,deposit,mobile,500_to_999,21,3,22.41,false,0.335,0,0
2025-01-03T15:11:00Z,internal_transfer,web,1000_to_2499,0,2,12.22,false,0.025,0,0
2025-01-03T15:28:00Z,bill_payment,atm,100_to_499,18,1,92.20,false,0.374,0,0
2025-01-03T15:45:00Z,bill_payment,branch_assisted,25_to_99,22,4,3.07,false,0.459,0,1
2025-01-03T16:02:00Z,debit_purchase,web,under_25,8,2,11.24,false,0.442,0,1
2025-01-03T16:19:00Z,debit_purchase,mobile,25_to_99,10,3,88.74,false,0.275,0,0
2025-01-03T16:36:00Z,bill_payment,mobile,25_to_99,4,1,1.83,false,0.350,0,1
2025-01-03T16:53:00Z,bill_payment,atm,100_to_499,21,2,3.02,false,0.073,0,1
2025-01-03T17:10:00Z,bill_payment,mobile,100_to_499,4,1,25.66,true,0.168,0,0
2025-01-03T17:27:00Z,debit_purchase,mobile,25_to_99,23,4,54.88,false,0.230,0,0
2025-01-03T17:44:00Z,debit_purchase,mobile,under_25,16,0,42.36,false,0.277,0,0
2025-01-03T18:01:00Z,external_transfer,web,100_to_499,15,2,54.83,false,0.185,0,0
2025-01-03T18:18:00Z,debit_purchase,branch_assisted,100_to_499,12,2,1.57,false,0.451,0,0
2025-01-03T18:35:00Z,atm_withdrawal,branch_assisted,100_to_499,14,3,66.31,true,0.235,0,0
2025-01-03T18:52:00Z,deposit,atm,under_25,9,4,53.46,false,0.118,1,0
2025-01-03T19:09:00Z,debit_purchase,mobile,500_to_999,17,4,15.15,false,0.230,0,0
2025-01-03T19:26:00Z,internal_transfer,branch_assisted,25_to_99,16,2,7.73,false,0.161,0,0
2025-01-03T19:43:00Z,atm_withdrawal,mobile,100_to_499,18,1,10.04,false,0.248,0,0
2025-01-03T20:00:00Z,debit_purchase,mobile,500_to_999,12,3,6.89,false,0.651,0,0
2025-01-03T20:17:00Z,debit_purchase,mobile,100_to_499,3,1,17.25,false,0.218,1,0
2025-01-03T20:34:00Z,deposit,web,under_25,21,1,15.28,false,0.344,0,0
2025-01-03T20:51:00Z,external_transfer,mobile,100_to_499,16,3,17.07,false,0.319,0,0
2025-01-03T21:08:00Z,debit_purchase,mobile,25_to_99,14,3,4.40,false,0.093,0,0
2025-01-03T21:25:00Z,atm_withdrawal,atm,2500_plus,13,6,46.36,false,0.333,1,1
2025-01-03T21:42:00Z,debit_purchase,atm,100_to_499,8,4,23.50,false,0.340,0,0
2025-01-03T21:59:00Z,external_transfer,mobile,25_to_99,6,3,18.40,false,0.150,1,0
2025-01-03T22:16:00Z,debit_purchase,branch_assisted,100_to_499,4,4,44.97,false,0.278,0,0
2025-01-03T22:33:00Z,internal_transfer,atm,under_25,7,2,19.06,false,0.180,0,0
2025-01-03T22:50:00Z,atm_withdrawal,web,25_to_99,3,2,9.62,false,0.431,1,0
2025-01-03T23:07:00Z,internal_transfer,branch_assisted,under_25,6,3,64.71,false,0.184,1,0
2025-01-03T23:24:00Z,bill_payment,mobile,100_to_499,23,1,26.46,false,0.315,0,0
2025-01-03T23:41:00Z,bill_payment,web,under_25,5,1,65.17,false,0.281,0,0
2025-01-03T23:58:00Z,internal_transfer,web,25_to_99,15,1,10.47,false,0.491,1,1
2025-01-04T00:15:00Z,internal_transfer,web,100_to_499,8,3,40.59,false,0.097,1,1
2025-01-04T00:32:00Z,external_transfer,mobile,100_to_499,9,1,27.76,false,0.186,2,1
2025-01-04T00:49:00Z,atm_withdrawal,mobile,500_to_999,4,1,5.06,false,0.250,1,0
2025-01-04T01:06:00Z,external_transfer,web,under_25,4,2,10.74,false,0.421,3,1
2025-01-04T01:23:00Z,deposit,mobile,500_to_999,2,2,48.91,true,0.215,1,0
2025-01-04T01:40:00Z,debit_purchase,mobile,25_to_99,17,0,76.72,false,0.282,0,1
2025-01-04T01:57:00Z,internal_transfer,branch_assisted,25_to_99,5,1,108.90,false,0.456,1,0
2025-01-04T02:14:00Z,atm_withdrawal,branch_assisted,25_to_99,22,2,9.27,true,0.631,0,1
2025-01-04T02:31:00Z,external_transfer,mobile,25_to_99,16,1,1.77,false,0.532,0,0
2025-01-04T02:48:00Z,bill_payment,branch_assisted,1000_to_2499,22,2,52.01,false,0.580,1,1
2025-01-04T03:05:00Z,bill_payment,mobile,25_to_99,0,3,14.70,false,0.172,0,0
2025-01-04T03:22:00Z,debit_purchase,mobile,100_to_499,10,0,28.77,false,0.614,2,1
2025-01-04T03:39:00Z,atm_withdrawal,web,100_to_499,0,1,85.36,false,0.442,0,0
2025-01-04T03:56:00Z,atm_withdrawal,web,500_to_999,23,4,36.40,false,0.049,2,1
2025-01-04T04:13:00Z,debit_purchase,mobile,under_25,2,3,2.21,false,0.084,0,0
2025-01-04T04:30:00Z,debit_purchase,mobile,100_to_499,13,2,42.04,false,0.272,0,0
2025-01-04T04:47:00Z,atm_withdrawal,mobile,under_25,19,2,37.89,false,0.411,2,1
2025-01-04T05:04:00Z,debit_purchase,branch_assisted,1000_to_2499,6,0,45.66,false,0.050,1,0
2025-01-04T05:21:00Z,atm_withdrawal,mobile,2500_plus,6,1,5.60,true,0.164,2,0
2025-01-04T05:38:00Z,atm_withdrawal,atm,100_to_499,6,1,109.21,false,0.709,0,0
2025-01-04T05:55:00Z,internal_transfer,web,2500_plus,5,1,20.58,false,0.280,2,0
2025-01-04T06:12:00Z,internal_transfer,mobile,25_to_99,17,3,12.69,false,0.143,0,1
2025-01-04T06:29:00Z,external_transfer,branch_assisted,under_25,22,4,19.26,false,0.126,0,0
2025-01-04T06:46:00Z,debit_purchase,mobile,100_to_499,13,2,18.06,false,0.197,0,0
2025-01-04T07:03:00Z,debit_purchase,web,100_to_499,0,4,10.60,false,0.185,0,0
2025-01-04T07:20:00Z,atm_withdrawal,mobile,under_25,1,3,5.08,false,0.536,0,0
