timestamp,vendor,endpoint,recent_vendor_latency_ms,recent_vendor_error_rate,queue_depth,retry_count,request_size_bytes,hour_of_day,request_failed
2026-03-02T03:45:00Z,Northstar Payments,transfer_status,464,0.1068,45,0,3306,3,0
2026-03-02T03:48:00Z,HarborLink Core Gateway,account_summary,45,0.0611,22,0,4924,3,0
2026-03-02T03:51:00Z,HarborLink Core Gateway,transaction_history,181,0.0759,0,0,2985,3,0
2026-03-02T03:54:00Z,BlueCurrent Documents,statement_fetch,434,0.0758,36,2,1579,3,1
2026-03-02T03:57:00Z,BlueCurrent Documents,notice_fetch,424,0.0975,27,0,2373,3,0
2026-03-02T04:00:00Z,ClearVerify,identity_verify,343,0.0658,0,0,718,4,0
2026-03-02T04:03:00Z,ClearVerify,identity_document_upload,337,0.0811,10,0,1818,4,0
2026-03-02T04:06:00Z,Northstar Payments,transfer_submit,500,0.1190,51,0,3816,4,1
2026-03-02T04:09:00Z,Northstar Payments,transfer_status,644,0.1286,0,3,4530,4,1
2026-03-02T04:12:00Z,HarborLink Core Gateway,account_summary,450,0.0384,0,0,1364,4,0
2026-03-02T04:15:00Z,HarborLink Core Gateway,transaction_history,124,0.0242,31,2,1406,4,1
2026-03-02T04:18:00Z,BlueCurrent Documents,statement_fetch,211,0.0537,59,3,626,4,1
2026-03-02T04:21:00Z,BlueCurrent Documents,notice_fetch,462,0.0716,12,0,5726,4,1
2026-03-02T04:24:00Z,ClearVerify,identity_verify,129,0.0866,66,0,563,4,1
2026-03-02T04:27:00Z,ClearVerify,identity_document_upload,182,0.2800,62,0,1324,4,1
2026-03-02T04:30:00Z,Northstar Payments,transfer_submit,91,0.0557,12,0,1474,4,0
2026-03-02T04:33:00Z,Northstar Payments,transfer_status,470,0.2033,3,0,659,4,0
2026-03-02T04:36:00Z,HarborLink Core Gateway,account_summary,477,0.0497,34,0,2293,4,0
2026-03-02T04:39:00Z,HarborLink Core Gateway,transaction_history,477,0.2073,10,0,1613,4,1
2026-03-02T04:42:00Z,BlueCurrent Documents,statement_fetch,372,0.0110,10,0,3295,4,0
2026-03-02T04:45:00Z,BlueCurrent Documents,notice_fetch,508,0.0816,0,0,2836,4,0
2026-03-02T04:48:00Z,ClearVerify,identity_verify,447,0.0168,9,0,4351,4,0
2026-03-02T04:51:00Z,ClearVerify,identity_document_upload,193,0.1688,20,1,754,4,0
2026-03-02T04:54:00Z,Northstar Payments,transfer_submit,240,0.0317,43,1,1478,4,0
2026-03-02T04:57:00Z,Northstar Payments,transfer_status,176,0.0798,0,0,1897,4,0
2026-03-02T05:00:00Z,HarborLink Core Gateway,account_summary,372,0.0307,29,0,991,5,0
2026-03-02T05:03:00Z,HarborLink Core Gateway,transaction_history,404,0.1756,0,1,1735,5,1
2026-03-02T05:06:00Z,BlueCurrent Documents,statement_fetch,223,0.0104,53,2,498,5,0
2026-03-02T05:09:00Z,BlueCurrent Documents,notice_fetch,184,0.0804,0,0,1661,5,0
2026-03-02T05:12:00Z,ClearVerify,identity_verify,217,0.0958,0,0,379,5,0
2026-03-02T05:15:00Z,ClearVerify,identity_document_upload,360,0.0054,32,0,2232,5,0
2026-03-02T05:18:00Z,Northstar Payments,transfer_submit,726,0.0855,63,0,5839,5,0
2026-03-02T05:21:00Z,Northstar Payments,transfer_status,390,0.0456,28,0,1271,5,0
2026-03-02T05:24:00Z,HarborLink Core Gateway,account_summary,225,0.1291,30,1,3865,5,1
2026-03-02T05:27:00Z,HarborLink Core Gateway,transaction_history,282,0.1470,49,0,408,5,1
2026-03-02T05:30:00Z,BlueCurrent Documents,statement_fetch,345,0.0041,48,2,2529,5,0
2026-03-02T05:33:00Z,BlueCurrent Documents,notice_fetch,257,0.0435,14,2,2086,5,1
2026-03-02T05:36:00Z,ClearVerify,identity_verify,192,0.1191,37,2,1094,5,0
2026-03-02T05:39:00Z,ClearVerify,identity_document_upload,306,0.2427,70,0,1036,5,1
2026-03-02T05:42:00Z,Northstar Payments,transfer_submit,120,0.0123,10,0,1995,5,0
2026-03-02T05:45:00Z,Northstar Payments,transfer_status,254,0.2800,36,0,2149,5,0
2026-03-02T05:48:00Z,HarborLink Core Gateway,account_summary,319,0.0205,31,0,1255,5,0
2026-03-02T05:51:00Z,HarborLink Core Gateway,transaction_history,259,0.1122,45,0,1304,5,0
2026-03-02T05:54:00Z,BlueCurrent Documents,statement_fetch,343,0.0377,55,1,2101,5,0
2026-03-02T05:57:00Z,BlueCurrent Documents,notice_fetch,150,0.0128,46,1,2921,5,0
2026-03-02T06:00:00Z,ClearVerify,identity_verify,167,0.2428,9,0,405,6,0
2026-03-02T06:03:00Z,ClearVerify,identity_document_upload,573,0.0362,1,0,1925,6,0
2026-03-02T06:06:00Z,Northstar Payments,transfer_submit,257,0.0787,64,0,771,6,0
2026-03-02T06:09:00Z,Northstar Payments,transfer_status,327,0.1536,29,0,1197,6,1
2026-03-02T06:12:00Z,HarborLink Core Gateway,account_summary,527,0.0138,7,0,1675,6,0
2026-03-02T06:15:00Z,HarborLink Core Gateway,transaction_history,115,0.0126,24,1,1703,6,0
2026-03-02T06:18:00Z,BlueCurrent Documents,statement_fetch,580,0.1559,67,0,2307,6,0
2026-03-02T06:21:00Z,BlueCurrent Documents,notice_fetch,126,0.0203,48,1,921,6,0
2026-03-02T06:24:00Z,ClearVerify,identity_verify,550,0.0239,0,0,15055,6,0
2026-03-02T06:27:00Z,ClearVerify,identity_document_upload,631,0.0697,53,0,4056,6,1
2026-03-02T06:30:00Z,Northstar Payments,transfer_submit,109,0.2513,19,0,1641,6,0
2026-03-02T06:33:00Z,Northstar Payments,transfer_status,593,0.1975,47,0,4301,6,0
2026-03-02T06:36:00Z,HarborLink Core Gateway,account_summary,416,0.1234,20,0,1044,6,1
2026-03-02T06:39:00Z,HarborLink Core Gateway,transaction_history,129,0.0592,70,0,2219,6,1
2026-03-02T06:42:00Z,BlueCurrent Documents,statement_fetch,179,0.0365,52,0,1385,6,0
2026-03-02T06:45:00Z,BlueCurrent Documents,notice_fetch,229,0.1397,28,0,1040,6,0
2026-03-02T06:48:00Z,ClearVerify,identity_verify,181,0.0454,34,0,3284,6,0
2026-03-02T06:51:00Z,ClearVerify,identity_document_upload,299,0.1068,49,0,1714,6,0
2026-03-02T06:54:00Z,Northstar Payments,transfer_submit,192,0.1099,18,0,2325,6,0
2026-03-02T06:57:00Z,Northstar Payments,transfer_status,316,0.1870,22,0,1199,6,0
2026-03-02T07:00:00Z,HarborLink Core Gateway,account_summary,444,0.0493,54,0,4274,7,0
2026-03-02T07:03:00Z,HarborLink Core Gateway,transaction_history,210,0.0202,44,0,1835,7,0
2026-03-02T07:06:00Z,BlueCurrent Documents,statement_fetch,122,0.0609,26,1,583,7,0
2026-03-02T07:09:00Z,BlueCurrent Documents,notice_fetch,229,0.0855,40,1,468,7,0
2026-03-02T07:12:00Z,ClearVerify,identity_verify,566,0.0459,35,0,673,7,1
2026-03-02T07:15:00Z,ClearVerify,identity_document_upload,171,0.2601,16,0,5596,7,1
2026-03-02T07:18:00Z,Northstar Payments,transfer_submit,359,0.2581,27,1,707,7,1
2026-03-02T07:21:00Z,Northstar Payments,transfer_status,217,0.1370,29,0,1811,7,0
2026-03-02T07:24:00Z,HarborLink Core Gateway,account_summary,45,0.0313,27,1,2645,7,0
2026-03-02T07:27:00Z,HarborLink Core Gateway,transaction_history,282,0.1072,30,0,5277,7,0
2026-03-02T07:30:00Z,BlueCurrent Documents,statement_fetch,236,0.1245,15,3,1051,7,1
2026-03-02T07:33:00Z,BlueCurrent Documents,notice_fetch,45,0.0580,4,0,931,7,0
2026-03-02T07:36:00Z,ClearVerify,identity_verify,482,0.1858,38,0,1081,7,0
2026-03-02T07:39:00Z,ClearVerify,identity_document_upload,151,0.1537,0,0,1143,7,0
2026-03-02T07:42:00Z,Northstar Payments,transfer_submit,317,0.1931,61,1,1346,7,1
2026-03-02T07:45:00Z,Northstar Payments,transfer_status,99,0.0560,35,0,924,7,0
2026-03-02T07:48:00Z,HarborLink Core Gateway,account_summary,82,0.0982,47,2,1640,7,0
2026-03-02T07:51:00Z,HarborLink Core Gateway,transaction_history,609,0.0300,31,0,751,7,0
2026-03-02T07:54:00Z,BlueCurrent Documents,statement_fetch,432,0.1126,18,0,1922,7,1
2026-03-02T07:57:00Z,BlueCurrent Documents,notice_fetch,492,0.0033,13,0,1596,7,0
2026-03-02T08:00:00Z,ClearVerify,identity_verify,155,0.1696,46,0,8966,8,1
2026-03-02T08:03:00Z,ClearVerify,identity_document_upload,300,0.1999,60,0,2288,8,0
2026-03-02T08:06:00Z,Northstar Payments,transfer_submit,182,0.0769,37,1,2281,8,0
2026-03-02T08:09:00Z,Northstar Payments,transfer_status,295,0.0471,56,3,828,8,1
2026-03-02T08:12:00Z,HarborLink Core Gateway,account_summary,45,0.0147,54,0,5019,8,0
2026-03-02T08:15:00Z,HarborLink Core Gateway,transaction_history,262,0.2440,58,0,3342,8,1
2026-03-02T08:18:00Z,BlueCurrent Documents,statement_fetch,136,0.1804,44,0,1893,8,0
2026-03-02T08:21:00Z,BlueCurrent Documents,notice_fetch,361,0.0619,20,0,2695,8,1
2026-03-02T08:24:00Z,ClearVerify,identity_verify,339,0.1608,41,2,1773,8,0
2026-03-02T08:27:00Z,ClearVerify,identity_document_upload,313,0.0559,32,0,1032,8,0
2026-03-02T08:30:00Z,Northstar Payments,transfer_submit,338,0.0663,19,0,1962,8,1
2026-03-02T08:33:00Z,Northstar Payments,transfer_status,267,0.1076,25,0,7158,8,1
2026-03-02T08:36:00Z,HarborLink Core Gateway,account_summary,263,0.1431,54,0,3813,8,1
2026-03-02T08:39:00Z,HarborLink Core Gateway,transaction_history,324,0.0179,55,0,670,8,1
2026-03-02T08:42:00Z,BlueCurrent Documents,statement_fetch,508,0.1038,17,0,1378,8,0
2026-03-02T08:45:00Z,BlueCurrent Documents,notice_fetch,45,0.0826,0,0,994,8,0
2026-03-02T08:48:00Z,ClearVerify,identity_verify,562,0.1142,52,0,2336,8,0
2026-03-02T08:51:00Z,ClearVerify,identity_document_upload,89,0.0774,24,1,521,8,1
2026-03-02T08:54:00Z,Northstar Payments,transfer_submit,495,0.0287,47,0,586,8,0
2026-03-02T08:57:00Z,Northstar Payments,transfer_status,180,0.0273,0,1,8391,8,0
2026-03-02T09:00:00Z,HarborLink Core Gateway,account_summary,485,0.0801,11,0,9407,9,0
2026-03-02T09:03:00Z,HarborLink Core Gateway,transaction_history,265,0.0428,22,0,1859,9,0
2026-03-02T09:06:00Z,BlueCurrent Documents,statement_fetch,137,0.0272,45,0,3397,9,0
2026-03-02T09:09:00Z,BlueCurrent Documents,notice_fetch,45,0.0258,56,0,615,9,1
2026-03-02T09:12:00Z,ClearVerify,identity_verify,328,0.0733,33,1,3137,9,0
2026-03-02T09:15:00Z,ClearVerify,identity_document_upload,209,0.0439,0,0,512,9,0
2026-03-02T09:18:00Z,Northstar Payments,transfer_submit,391,0.1206,0,0,4880,9,0
2026-03-02T09:21:00Z,Northstar Payments,transfer_status,275,0.2649,27,1,1724,9,1
2026-03-02T09:24:00Z,HarborLink Core Gateway,account_summary,392,0.1712,39,0,1560,9,0
2026-03-02T09:27:00Z,HarborLink Core Gateway,transaction_history,509,0.0895,10,1,1116,9,0
2026-03-02T09:30:00Z,BlueCurrent Documents,statement_fetch,350,0.0270,19,0,3766,9,0
2026-03-02T09:33:00Z,BlueCurrent Documents,notice_fetch,324,0.1330,9,1,724,9,1
2026-03-02T09:36:00Z,ClearVerify,identity_verify,45,0.0088,69,0,527,9,0
2026-03-02T09:39:00Z,ClearVerify,identity_document_upload,572,0.0392,48,0,4416,9,1
2026-03-02T09:42:00Z,Northstar Payments,transfer_submit,251,0.0677,0,0,1678,9,0
2026-03-02T09:45:00Z,Northstar Payments,transfer_status,364,0.1908,50,0,885,9,1
2026-03-02T09:48:00Z,HarborLink Core Gateway,account_summary,45,0.1965,45,1,2313,9,0
2026-03-02T09:51:00Z,HarborLink Core Gateway,transaction_history,310,0.0175,47,0,1240,9,0
2026-03-02T09:54:00Z,BlueCurrent Documents,statement_fetch,252,0.0449,10,0,3122,9,0
2026-03-02T09:57:00Z,BlueCurrent Documents,notice_fetch,189,0.1255,24,0,1695,9,0
2026-03-02T10:00:00Z,ClearVerify,identity_verify,130,0.2800,13,0,288,10,0
2026-03-02T10:03:00Z,ClearVerify,identity_document_upload,389,0.0974,45,0,961,10,0
2026-03-02T10:06:00Z,Northstar Payments,transfer_submit,424,0.0590,49,0,739,10,0
2026-03-02T10:09:00Z,Northstar Payments,transfer_status,420,0.0122,28,0,877,10,0
2026-03-02T10:12:00Z,HarborLink Core Gateway,account_summary,375,0.0553,55,0,1789,10,0
2026-03-02T10:15:00Z,HarborLink Core Gateway,transaction_history,326,0.1808,29,0,1546,10,0
2026-03-02T10:18:00Z,BlueCurrent Documents,statement_fetch,239,0.1193,8,0,619,10,0
2026-03-02T10:21:00Z,BlueCurrent Documents,notice_fetch,458,0.0501,18,1,2012,10,0
2026-03-02T10:24:00Z,ClearVerify,identity_verify,78,0.1312,21,0,1446,10,0
2026-03-02T10:27:00Z,ClearVerify,identity_document_upload,336,0.1422,14,3,3882,10,1
2026-03-02T10:30:00Z,Northstar Payments,transfer_submit,207,0.1296,0,2,3311,10,1
2026-03-02T10:33:00Z,Northstar Payments,transfer_status,160,0.0641,7,0,660,10,0
2026-03-02T10:36:00Z,HarborLink Core Gateway,account_summary,196,0.1267,0,3,3761,10,0
2026-03-02T10:39:00Z,HarborLink Core Gateway,transaction_history,437,0.0950,65,1,1258,10,1
2026-03-02T10:42:00Z,BlueCurrent Documents,statement_fetch,124,0.1665,0,1,9978,10,0
2026-03-02T10:45:00Z,BlueCurrent Documents,notice_fetch,415,0.0116,42,1,2063,10,0
2026-03-02T10:48:00Z,ClearVerify,identity_verify,335,0.1140,102,0,1393,10,1
2026-03-02T10:51:00Z,ClearVerify,identity_document_upload,45,0.0703,0,0,2158,10,0
2026-03-02T10:54:00Z,Northstar Payments,transfer_submit,127,0.0716,15,2,958,10,0
2026-03-02T10:57:00Z,Northstar Payments,transfer_status,363,0.0880,57,0,2323,10,1
2026-03-02T11:00:00Z,HarborLink Core Gateway,account_summary,280,0.0216,36,0,340,11,1
2026-03-02T11:03:00Z,HarborLink Core Gateway,transaction_history,296,0.1750,56,0,961,11,0
2026-03-02T11:06:00Z,BlueCurrent Documents,statement_fetch,227,0.0831,80,0,2829,11,0
2026-03-02T11:09:00Z,BlueCurrent Documents,notice_fetch,512,0.0522,63,0,690,11,1
2026-03-02T11:12:00Z,ClearVerify,identity_verify,134,0.2173,33,1,1120,11,0
2026-03-02T11:15:00Z,ClearVerify,identity_document_upload,242,0.0075,44,0,976,11,0
2026-03-02T11:18:00Z,Northstar Payments,transfer_submit,204,0.0225,65,2,684,11,1
2026-03-02T11:21:00Z,Northstar Payments,transfer_status,125,0.1299,37,2,2353,11,0
2026-03-02T11:24:00Z,HarborLink Core Gateway,account_summary,672,0.0735,38,0,405,11,1
2026-03-02T11:27:00Z,HarborLink Core Gateway,transaction_history,456,0.0037,55,0,2384,11,0
2026-03-02T11:30:00Z,BlueCurrent Documents,statement_fetch,159,0.1212,54,0,4005,11,0
2026-03-02T11:33:00Z,BlueCurrent Documents,notice_fetch,254,0.0098,36,0,1281,11,0
2026-03-02T11:36:00Z,ClearVerify,identity_verify,199,0.0498,0,1,4568,11,0
2026-03-02T11:39:00Z,ClearVerify,identity_document_upload,45,0.0595,40,0,3716,11,0
2026-03-02T11:42:00Z,Northstar Payments,transfer_submit,310,0.0515,70,0,1927,11,0
2026-03-02T11:45:00Z,Northstar Payments,transfer_status,430,0.1005,49,0,1971,11,0
2026-03-02T11:48:00Z,HarborLink Core Gateway,account_summary,197,0.1015,37,0,943,11,0
2026-03-02T11:51:00Z,HarborLink Core Gateway,transaction_history,238,0.0778,35,0,1769,11,0
2026-03-02T11:54:00Z,BlueCurrent Documents,statement_fetch,418,0.0526,9,1,1098,11,0
2026-03-02T11:57:00Z,BlueCurrent Documents,notice_fetch,387,0.0223,0,0,1235,11,0
2026-03-02T12:00:00Z,ClearVerify,identity_verify,261,0.1970,61,0,601,12,1
2026-03-02T12:03:00Z,ClearVerify,identity_document_upload,47,0.0352,65,0,3138,12,0
2026-03-02T12:06:00Z,Northstar Payments,transfer_submit,510,0.0535,37,0,3725,12,0
2026-03-02T12:09:00Z,Northstar Payments,transfer_status,331,0.0206,45,1,996,12,1
2026-03-02T12:12:00Z,HarborLink Core Gateway,account_summary,352,0.0607,11,0,2479,12,0
2026-03-02T12:15:00Z,HarborLink Core Gateway,transaction_history,193,0.0700,0,0,1032,12,0
2026-03-02T12:18:00Z,BlueCurrent Documents,statement_fetch,498,0.0069,87,0,842,12,0
2026-03-02T12:21:00Z,BlueCurrent Documents,notice_fetch,507,0.0441,35,1,1437,12,0
2026-03-02T12:24:00Z,ClearVerify,identity_verify,196,0.1986,29,0,1568,12,0
2026-03-02T12:27:00Z,ClearVerify,identity_document_upload,170,0.0113,0,0,966,12,0
2026-03-02T12:30:00Z,Northstar Payments,transfer_submit,134,0.0582,22,0,1177,12,0
2026-03-02T12:33:00Z,Northstar Payments,transfer_status,559,0.2780,33,2,1459,12,1
2026-03-02T12:36:00Z,HarborLink Core Gateway,account_summary,376,0.0606,5,0,1465,12,0
2026-03-02T12:39:00Z,HarborLink Core Gateway,transaction_history,92,0.0608,90,1,1398,12,0
2026-03-02T12:42:00Z,BlueCurrent Documents,statement_fetch,424,0.0546,48,0,3428,12,0
2026-03-02T12:45:00Z,BlueCurrent Documents,notice_fetch,343,0.0614,25,1,3688,12,0
2026-03-02T12:48:00Z,ClearVerify,identity_verify,229,0.2149,25,1,3656,12,1
2026-03-02T12:51:00Z,ClearVerify,identity_document_upload,413,0.0249,34,0,1915,12,0
2026-03-02T12:54:00Z,Northstar Payments,transfer_submit,85,0.1053,0,0,4448,12,0
2026-03-02T12:57:00Z,Northstar Payments,transfer_status,257,0.0650,0,0,1426,12,0
2026-03-02T13:00:00Z,HarborLink Core Gateway,account_summary,113,0.0907,12,2,935,13,0
2026-03-02T13:03:00Z,HarborLink Core Gateway,transaction_history,45,0.0412,28,0,1852,13,0
2026-03-02T13:06:00Z,BlueCurrent Documents,statement_fetch,547,0.1550,42,2,1257,13,1
2026-03-02T13:09:00Z,BlueCurrent Documents,notice_fetch,332,0.1020,50,1,1166,13,0
2026-03-02T13:12:00Z,ClearVerify,identity_verify,212,0.0711,0,0,8145,13,0
2026-03-02T13:15:00Z,ClearVerify,identity_document_upload,273,0.1815,38,0,5390,13,0
2026-03-02T13:18:00Z,Northstar Payments,transfer_submit,195,0.2781,13,0,787,13,0
2026-03-02T13:21:00Z,Northstar Payments,transfer_status,150,0.0801,0,0,4486,13,0
2026-03-02T13:24:00Z,HarborLink Core Gateway,account_summary,449,0.0235,62,0,1448,13,1
2026-03-02T13:27:00Z,HarborLink Core Gateway,transaction_history,45,0.1985,40,0,1355,13,0
2026-03-02T13:30:00Z,BlueCurrent Documents,statement_fetch,506,0.0553,0,0,888,13,0
2026-03-02T13:33:00Z,BlueCurrent Documents,notice_fetch,112,0.0663,0,0,1356,13,0
2026-03-02T13:36:00Z,ClearVerify,identity_verify,285,0.0541,62,0,2775,13,0
2026-03-02T13:39:00Z,ClearVerify,identity_document_upload,318,0.2283,5,0,2394,13,1
2026-03-02T13:42:00Z,Northstar Payments,transfer_submit,378,0.0200,14,0,2448,13,0
2026-03-02T13:45:00Z,Northstar Payments,transfer_status,413,0.0434,31,0,2141,13,0
2026-03-02T13:48:00Z,HarborLink Core Gateway,account_summary,208,0.0547,12,1,707,13,0
2026-03-02T13:51:00Z,HarborLink Core Gateway,transaction_history,96,0.1412,19,0,1006,13,0
2026-03-02T13:54:00Z,BlueCurrent Documents,statement_fetch,473,0.2482,72,0,4116,13,1
2026-03-02T13:57:00Z,BlueCurrent Documents,notice_fetch,289,0.0742,16,0,1851,13,0
2026-03-02T14:00:00Z,ClearVerify,identity_verify,367,0.0946,5,2,1021,14,1
2026-03-02T14:03:00Z,ClearVerify,identity_document_upload,203,0.0712,16,0,549,14,0
2026-03-02T14:06:00Z,Northstar Payments,transfer_submit,45,0.0819,42,0,3783,14,0
2026-03-02T14:09:00Z,Northstar Payments,transfer_status,236,0.1279,30,0,2929,14,0
