timestamp,transaction_type,channel,amount_band,hour_of_day,recent_transaction_count,minutes_since_previous_transaction,device_change,distance_from_recent_pattern
2026-01-09T05:17:00Z,bill_payment,web,500_to_999,5,1,72.00,false,0.181
2026-01-10T19:50:00Z,debit_purchase,web,25_to_99,19,1,68.13,false,0.146
2026-01-10T11:33:00Z,internal_transfer,mobile,500_to_999,11,1,133.98,false,0.391
2026-01-10T15:22:00Z,bill_payment,branch_assisted,100_to_499,15,1,163.49,false,0.132
2026-01-10T08:44:00Z,deposit,branch_assisted,100_to_499,8,3,250.42,false,0.291
2026-01-11T06:19:00Z,atm_withdrawal,atm,100_to_499,6,2,193.59,false,0.425
2026-01-11T07:35:00Z,debit_purchase,mobile,100_to_499,7,1,86.82,false,0.286
2026-01-11T11:07:00Z,bill_payment,web,100_to_499,11,2,145.21,false,0.200
2026-01-11T10:50:00Z,deposit,branch_assisted,under_25,10,2,24.60,false,0.151
2026-01-12T18:49:00Z,debit_purchase,atm,25_to_99,18,2,75.99,false,0.471
2026-01-12T14:09:00Z,atm_withdrawal,atm,under_25,14,4,15.39,false,0.363
2026-01-12T09:05:00Z,deposit,atm,100_to_499,9,4,33.88,false,0.200
2026-01-12T11:52:00Z,deposit,branch_assisted,2500_plus,11,3,150.28,false,0.138
2026-01-13T14:53:00Z,debit_purchase,atm,100_to_499,14,1,82.05,true,0.294
2026-01-13T10:45:00Z,bill_payment,web,500_to_999,10,3,28.02,false,0.429
2026-01-13T23:08:00Z,debit_purchase,atm,100_to_499,23,4,189.80,false,0.163
2026-01-13T12:22:00Z,external_transfer,mobile,1000_to_2499,12,1,51.63,false,0.075
2026-01-14T21:14:00Z,debit_purchase,mobile,25_to_99,21,3,22.67,false,0.205
2026-01-14T23:24:00Z,debit_purchase,mobile,25_to_99,23,4,144.08,false,0.128
2026-01-14T09:02:00Z,debit_purchase,mobile,under_25,9,1,108.06,false,0.341
2026-01-14T06:45:00Z,debit_purchase,web,under_25,6,2,76.50,true,0.495
2026-01-15T07:12:00Z,debit_purchase,web,under_25,7,5,84.69,false,0.330
2026-01-15T07:59:00Z,bill_payment,web,100_to_499,7,3,308.44,false,0.215
2026-01-15T20:25:00Z,atm_withdrawal,atm,under_25,20,2,182.63,false,0.236
2026-01-15T13:18:00Z,internal_transfer,branch_assisted,100_to_499,13,4,16.63,false,0.104
2026-01-16T15:43:00Z,atm_withdrawal,atm,500_to_999,15,1,80.34,false,0.213
2026-01-16T18:57:00Z,debit_purchase,web,25_to_99,18,4,45.74,false,0.668
2026-01-16T08:07:00Z,deposit,mobile,500_to_999,8,2,53.35,false,0.387
2026-01-16T10:23:00Z,bill_payment,web,100_to_499,10,2,326.80,false,0.239
2026-01-17T13:06:00Z,debit_purchase,web,25_to_99,13,4,138.10,false,0.134
2026-01-17T01:47:00Z,debit_purchase,web,under_25,1,3,89.65,false,0.250
2026-01-17T15:27:00Z,debit_purchase,atm,under_25,15,3,100.39,false,0.466
2026-01-17T11:03:00Z,debit_purchase,web,500_to_999,11,1,70.45,false,0.401
2026-01-18T15:26:00Z,debit_purchase,web,under_25,15,0,58.97,false,0.080
2026-01-18T11:05:00Z,bill_payment,web,100_to_499,11,3,143.33,false,0.010
2026-01-18T16:55:00Z,internal_transfer,branch_assisted,100_to_499,16,3,28.58,true,0.257
2026-01-18T17:08:00Z,debit_purchase,web,under_25,17,2,76.40,false,0.195
2026-01-19T08:28:00Z,bill_payment,branch_assisted,100_to_499,8,4,64.21,false,0.191
2026-01-19T16:02:00Z,external_transfer,web,1000_to_2499,16,2,63.01,true,0.183
2026-01-19T17:08:00Z,atm_withdrawal,atm,100_to_499,17,4,89.75,false,0.126
2026-01-19T17:31:00Z,debit_purchase,atm,25_to_99,17,1,32.97,false,0.092
2026-01-20T16:54:00Z,debit_purchase,web,500_to_999,16,4,25.84,false,0.057
2026-01-20T16:25:00Z,external_transfer,web,500_to_999,16,2,61.80,false,0.016
2026-01-20T17:36:00Z,debit_purchase,web,under_25,17,3,109.96,false,0.155
2026-01-20T22:10:00Z,debit_purchase,mobile,under_25,22,1,40.07,false,0.082
2026-01-21T15:50:00Z,internal_transfer,web,100_to_499,15,1,79.38,false,0.086
2026-01-21T17:16:00Z,atm_withdrawal,atm,under_25,17,2,178.03,true,0.428
2026-01-21T08:26:00Z,external_transfer,web,500_to_999,8,3,131.37,false,0.117
2026-01-21T12:29:00Z,deposit,branch_assisted,100_to_499,12,2,136.56,false,0.412
2026-01-22T17:36:00Z,external_transfer,mobile,500_to_999,17,1,106.63,false,0.141
2026-01-22T12:43:00Z,debit_purchase,atm,100_to_499,12,2,77.54,false,0.356
2026-01-22T19:09:00Z,internal_transfer,branch_assisted,25_to_99,19,2,93.29,false,0.035
2026-01-22T10:46:00Z,internal_transfer,mobile,500_to_999,10,1,325.72,false,0.205
2026-01-23T18:48:00Z,debit_purchase,mobile,25_to_99,18,0,22.05,false,0.271
2026-01-23T11:49:00Z,debit_purchase,web,under_25,11,7,29.36,false,0.064
2026-01-23T14:51:00Z,internal_transfer,web,100_to_499,14,3,35.41,false,0.206
2026-01-23T15:09:00Z,debit_purchase,web,under_25,15,2,66.69,false,0.186
2026-01-24T13:53:00Z,internal_transfer,web,500_to_999,13,0,90.08,false,0.093
2026-01-24T03:52:00Z,bill_payment,branch_assisted,500_to_999,3,1,48.16,false,0.297
2026-01-24T06:31:00Z,internal_transfer,branch_assisted,1000_to_2499,6,3,223.58,false,0.088
2026-01-24T12:02:00Z,bill_payment,web,500_to_999,12,1,15.98,false,0.176
2026-01-25T21:12:00Z,bill_payment,web,500_to_999,21,1,30.58,false,0.165
2026-01-25T15:07:00Z,bill_payment,branch_assisted,100_to_499,15,2,69.20,false,0.180
2026-01-25T09:29:00Z,debit_purchase,web,under_25,9,2,130.19,true,0.407
2026-01-25T14:06:00Z,debit_purchase,mobile,25_to_99,14,3,140.52,false,0.126
2026-01-26T10:58:00Z,internal_transfer,web,500_to_999,10,1,689.73,false,0.542
2026-01-26T13:48:00Z,external_transfer,mobile,1000_to_2499,13,3,85.25,false,0.122
2026-01-26T12:04:00Z,debit_purchase,atm,25_to_99,12,1,99.94,false,0.092
2026-01-26T21:30:00Z,internal_transfer,web,100_to_499,21,2,12.97,false,0.403
2026-01-27T13:38:00Z,debit_purchase,mobile,25_to_99,13,3,77.22,false,0.169
2026-01-27T10:41:00Z,bill_payment,web,100_to_499,10,2,72.99,true,0.781
2026-01-27T20:49:00Z,debit_purchase,web,25_to_99,20,4,46.09,false,0.052
2026-01-27T20:24:00Z,debit_purchase,mobile,25_to_99,20,4,89.62,false,0.111
2026-01-28T13:19:00Z,internal_transfer,web,500_to_999,13,2,224.08,false,0.157
2026-01-28T15:22:00Z,debit_purchase,mobile,25_to_99,15,2,143.02,false,0.232
2026-01-28T10:58:00Z,debit_purchase,atm,100_to_499,10,1,106.98,false,0.051
2026-01-28T17:38:00Z,external_transfer,mobile,1000_to_2499,17,2,20.26,false,0.132
2026-01-29T13:35:00Z,external_transfer,mobile,500_to_999,13,2,54.65,true,0.293
2026-01-29T10:40:00Z,atm_withdrawal,atm,25_to_99,10,3,36.66,false,0.138
2026-01-29T11:48:00Z,internal_transfer,branch_assisted,1000_to_2499,11,3,49.38,false,0.167
2026-01-29T20:36:00Z,internal_transfer,branch_assisted,100_to_499,20,3,38.11,false,0.204
2026-01-30T09:45:00Z,debit_purchase,web,under_25,9,4,9.25,false,0.317
2026-01-30T08:11:00Z,deposit,branch_assisted,500_to_999,8,1,70.18,false,0.193
2026-01-30T17:06:00Z,bill_payment,web,500_to_999,17,1,82.65,false,0.397
2026-01-30T17:15:00Z,debit_purchase,mobile,25_to_99,17,5,8.65,false,0.010
2026-01-31T18:26:00Z,debit_purchase,web,25_to_99,18,0,53.36,false,0.174
2026-01-31T20:27:00Z,internal_transfer,web,500_to_999,20,1,15.59,false,0.084
2026-01-31T15:19:00Z,debit_purchase,web,25_to_99,15,2,75.89,false,0.033
2026-01-31T22:32:00Z,debit_purchase,mobile,under_25,22,3,22.77,false,0.114
2026-02-01T14:53:00Z,external_transfer,mobile,500_to_999,14,3,25.09,false,0.260
2026-02-01T16:38:00Z,atm_withdrawal,atm,25_to_99,16,2,159.39,false,0.261
2026-02-01T18:06:00Z,debit_purchase,mobile,under_25,18,2,186.81,false,0.181
2026-02-01T12:49:00Z,deposit,branch_assisted,25_to_99,12,0,71.96,false,0.345
2026-02-02T17:50:00Z,internal_transfer,branch_assisted,100_to_499,17,3,215.09,false,0.359
2026-02-02T16:07:00Z,atm_withdrawal,atm,25_to_99,16,3,67.95,false,0.140
2026-02-02T18:11:00Z,debit_purchase,mobile,100_to_499,18,0,98.37,false,0.131
2026-02-02T20:22:00Z,internal_transfer,mobile,100_to_499,20,2,32.81,false,0.167
2026-02-03T23:31:00Z,debit_purchase,mobile,25_to_99,23,2,56.63,false,0.270
2026-02-03T14:51:00Z,debit_purchase,mobile,100_to_499,14,4,6.26,false,0.083
2026-02-03T07:43:00Z,deposit,atm,1000_to_2499,7,3,68.76,false,0.076
2026-02-03T22:16:00Z,debit_purchase,web,25_to_99,22,1,132.27,false,0.074
2026-02-04T13:40:00Z,atm_withdrawal,atm,25_to_99,13,2,85.35,false,0.136
2026-02-04T17:32:00Z,bill_payment,mobile,1000_to_2499,17,2,178.92,false,0.272
2026-02-04T14:00:00Z,debit_purchase,mobile,under_25,14,1,29.89,false,0.430
2026-02-04T19:51:00Z,debit_purchase,mobile,under_25,19,1,104.41,false,0.087
2026-02-05T21:05:00Z,debit_purchase,web,100_to_499,21,1,84.88,false,0.233
2026-02-05T12:30:00Z,internal_transfer,mobile,1000_to_2499,12,3,282.33,false,0.113
2026-02-05T11:29:00Z,debit_purchase,web,25_to_99,11,3,45.59,false,0.128
2026-02-05T16:30:00Z,debit_purchase,web,25_to_99,16,3,282.89,false,0.343
2026-02-06T13:11:00Z,external_transfer,branch_assisted,1000_to_2499,13,0,54.78,false,0.066
2026-02-06T12:16:00Z,atm_withdrawal,atm,25_to_99,12,2,144.50,false,0.044
2026-02-06T21:26:00Z,deposit,atm,25_to_99,21,3,57.34,false,0.262
2026-02-06T06:58:00Z,external_transfer,web,2500_plus,6,4,225.70,false,0.362
2026-02-07T15:48:00Z,debit_purchase,mobile,under_25,15,2,44.73,false,0.194
2026-02-07T17:49:00Z,debit_purchase,atm,100_to_499,17,1,211.84,false,0.010
2026-02-07T20:18:00Z,internal_transfer,branch_assisted,100_to_499,20,4,22.45,false,0.226
2026-02-07T22:13:00Z,internal_transfer,mobile,500_to_999,22,5,163.00,false,0.283
2026-02-08T12:23:00Z,debit_purchase,mobile,100_to_499,12,3,68.70,false,0.202
2026-02-08T21:45:00Z,debit_purchase,atm,100_to_499,21,3,119.17,false,0.151
2026-02-08T16:37:00Z,bill_payment,branch_assisted,100_to_499,16,1,33.32,false,0.155
2026-02-08T11:11:00Z,external_transfer,mobile,500_to_999,11,1,78.44,false,0.121
2026-02-09T17:49:00Z,bill_payment,web,100_to_499,17,4,25.57,false,0.135
2026-02-09T15:06:00Z,debit_purchase,atm,25_to_99,15,0,215.33,false,0.423
2026-02-09T09:54:00Z,atm_withdrawal,atm,100_to_499,9,3,125.55,false,0.174
2026-02-09T11:02:00Z,bill_payment,mobile,25_to_99,11,3,20.09,false,0.133
2026-02-10T18:59:00Z,debit_purchase,mobile,under_25,18,1,149.20,false,0.091
2026-02-10T12:20:00Z,external_transfer,web,1000_to_2499,12,2,131.09,false,0.036
2026-02-10T16:16:00Z,internal_transfer,web,100_to_499,16,2,34.07,false,0.164
2026-02-10T07:18:00Z,internal_transfer,branch_assisted,100_to_499,7,3,133.93,false,0.190
2026-02-11T14:17:00Z,external_transfer,branch_assisted,1000_to_2499,14,4,205.43,false,0.296
2026-02-11T09:08:00Z,bill_payment,web,25_to_99,9,3,31.26,false,0.129
2026-02-11T21:39:00Z,debit_purchase,atm,under_25,21,2,218.78,false,0.299
2026-02-11T23:06:00Z,debit_purchase,atm,25_to_99,23,2,77.74,false,0.218
2026-02-12T17:40:00Z,debit_purchase,atm,100_to_499,17,1,25.52,false,0.174
2026-02-12T10:24:00Z,deposit,mobile,1000_to_2499,10,0,116.97,false,0.253
2026-02-12T19:55:00Z,debit_purchase,atm,25_to_99,19,2,343.11,false,0.216
2026-02-12T20:49:00Z,debit_purchase,web,25_to_99,20,1,218.78,false,0.387
2026-02-13T12:12:00Z,bill_payment,mobile,500_to_999,12,1,46.06,false,0.261
2026-02-13T14:44:00Z,bill_payment,mobile,100_to_499,14,3,27.46,false,0.027
2026-02-13T13:01:00Z,internal_transfer,mobile,1000_to_2499,13,3,147.90,false,0.269
2026-02-13T13:08:00Z,debit_purchase,web,25_to_99,13,0,9.48,false,0.244
2026-02-14T11:38:00Z,deposit,branch_assisted,500_to_999,11,1,51.91,false,0.416
2026-02-14T12:58:00Z,bill_payment,mobile,500_to_999,12,2,32.61,false,0.210
2026-02-14T09:34:00Z,debit_purchase,atm,25_to_99,9,3,15.56,false,0.235
2026-02-14T10:25:00Z,internal_transfer,web,1000_to_2499,10,3,460.08,false,0.358
2026-02-15T21:26:00Z,debit_purchase,mobile,25_to_99,21,2,28.35,false,0.409
2026-02-15T14:56:00Z,atm_withdrawal,atm,100_to_499,14,1,29.00,false,0.089
2026-02-15T14:49:00Z,bill_payment,mobile,100_to_499,14,2,118.68,false,0.099
2026-02-15T13:18:00Z,debit_purchase,web,25_to_99,13,3,50.40,false,0.097
2026-02-16T17:52:00Z,debit_purchase,mobile,25_to_99,17,3,53.18,false,0.254
2026-02-16T18:35:00Z,atm_withdrawal,atm,100_to_499,18,3,55.89,false,0.098
2026-02-16T23:34:00Z,deposit,atm,100_to_499,23,2,28.24,false,0.087
2026-02-16T14:12:00Z,debit_purchase,atm,under_25,14,0,65.81,false,0.282
2026-02-17T14:22:00Z,bill_payment,branch_assisted,100_to_499,14,2,303.36,false,0.364
2026-02-17T11:10:00Z,deposit,branch_assisted,100_to_499,11,4,69.58,false,0.184
2026-02-17T15:56:00Z,debit_purchase,mobile,25_to_99,15,4,57.89,false,0.111
2026-02-17T18:26:00Z,debit_purchase,mobile,25_to_99,18,2,20.77,false,0.106
2026-02-18T15:35:00Z,debit_purchase,web,25_to_99,15,3,26.99,false,0.016
2026-02-18T13:00:00Z,external_transfer,mobile,1000_to_2499,13,3,117.82,false,0.674
2026-02-18T23:08:00Z,bill_payment,web,25_to_99,23,2,104.41,false,0.144
2026-02-18T16:21:00Z,bill_payment,web,500_to_999,16,0,186.53,false,0.014
2026-02-19T13:52:00Z,bill_payment,branch_assisted,500_to_999,13,2,350.24,false,0.294
2026-02-19T07:39:00Z,internal_transfer,branch_assisted,25_to_99,7,2,60.69,false,0.341
2026-02-19T17:33:00Z,debit_purchase,web,25_to_99,17,4,36.91,true,0.402
2026-02-19T20:03:00Z,internal_transfer,web,500_to_999,20,0,57.35,false,0.113
2026-02-20T19:37:00Z,bill_payment,branch_assisted,100_to_499,19,2,65.65,false,0.197
2026-02-20T19:45:00Z,external_transfer,mobile,1000_to_2499,19,1,27.39,false,0.238
2026-02-20T11:14:00Z,deposit,branch_assisted,2500_plus,11,2,64.66,false,0.200
2026-02-20T20:03:00Z,debit_purchase,atm,100_to_499,20,1,37.74,false,0.180
2026-02-21T15:00:00Z,bill_payment,web,1000_to_2499,15,1,96.33,false,0.357
2026-02-21T23:11:00Z,debit_purchase,mobile,under_25,23,2,94.53,false,0.536
2026-02-21T16:20:00Z,bill_payment,branch_assisted,1000_to_2499,16,1,89.37,false,0.085
2026-02-21T06:16:00Z,debit_purchase,atm,25_to_99,6,2,55.72,false,0.287
2026-02-22T16:57:00Z,debit_purchase,web,25_to_99,16,2,58.40,false,0.049
2026-02-22T20:42:00Z,bill_payment,web,100_to_499,20,2,129.35,true,0.284
2026-02-22T16:53:00Z,internal_transfer,branch_assisted,25_to_99,16,3,120.58,false,0.414
2026-02-22T17:33:00Z,external_transfer,branch_assisted,500_to_999,17,2,33.92,false,0.055
2026-02-23T13:27:00Z,internal_transfer,mobile,100_to_499,13,2,207.85,false,0.059
2026-02-23T13:57:00Z,debit_purchase,atm,under_25,13,2,78.35,false,0.204
2026-02-23T18:57:00Z,internal_transfer,branch_assisted,25_to_99,18,1,33.32,false,0.256
2026-02-23T18:44:00Z,atm_withdrawal,atm,100_to_499,18,2,74.03,false,0.155
2026-02-24T15:11:00Z,external_transfer,branch_assisted,100_to_499,15,1,108.22,false,0.011
2026-02-24T14:22:00Z,bill_payment,branch_assisted,500_to_999,14,2,28.92,false,0.172
2026-02-24T14:08:00Z,internal_transfer,branch_assisted,25_to_99,14,1,65.04,true,0.193
2026-02-24T11:50:00Z,atm_withdrawal,atm,100_to_499,11,2,88.61,false,0.050
2026-02-25T21:14:00Z,internal_transfer,web,100_to_499,21,2,13.55,false,0.143
2026-02-25T14:58:00Z,atm_withdrawal,atm,100_to_499,14,1,44.51,false,0.147
2026-02-25T21:04:00Z,debit_purchase,web,100_to_499,21,3,50.91,false,0.419
2026-02-25T11:29:00Z,atm_withdrawal,atm,100_to_499,11,2,48.00,false,0.010
2026-02-26T18:57:00Z,bill_payment,branch_assisted,100_to_499,18,2,57.12,false,0.173
2026-02-26T14:47:00Z,atm_withdrawal,atm,100_to_499,14,0,63.14,false,0.166
2026-02-26T15:26:00Z,bill_payment,web,100_to_499,15,3,35.45,false,0.238
2026-02-26T13:25:00Z,bill_payment,web,500_to_999,13,3,31.46,false,0.211
2026-02-27T15:33:00Z,deposit,atm,500_to_999,15,2,46.63,true,0.350
2026-02-27T12:49:00Z,debit_purchase,atm,under_25,12,3,45.72,false,0.179
2026-02-27T13:50:00Z,external_transfer,web,100_to_499,13,3,46.83,false,0.085
2026-02-27T10:50:00Z,debit_purchase,atm,25_to_99,10,4,18.98,false,0.208
2026-02-28T14:49:00Z,bill_payment,branch_assisted,500_to_999,14,2,130.87,false,0.362
2026-02-28T10:30:00Z,debit_purchase,web,25_to_99,10,2,122.03,false,0.252
2026-02-28T11:41:00Z,external_transfer,branch_assisted,2500_plus,11,3,129.42,false,0.250
2026-02-28T10:00:00Z,debit_purchase,web,under_25,10,1,25.46,false,0.060
2026-03-01T12:22:00Z,internal_transfer,web,1000_to_2499,12,1,20.63,false,0.224
2026-03-01T14:15:00Z,external_transfer,mobile,100_to_499,14,3,40.55,false,0.322
2026-03-01T08:51:00Z,external_transfer,mobile,2500_plus,8,0,47.56,false,0.279
2026-03-01T11:50:00Z,internal_transfer,branch_assisted,1000_to_2499,11,4,48.46,false,0.218
2026-03-02T08:58:00Z,debit_purchase,atm,25_to_99,8,3,205.06,false,0.104
2026-03-02T08:54:00Z,debit_purchase,web,under_25,8,2,89.61,false,0.249
2026-03-02T16:14:00Z,debit_purchase,web,100_to_499,16,1,23.46,false,0.173
2026-03-02T14:41:00Z,internal_transfer,branch_assisted,25_to_99,14,0,62.13,false,0.261
2026-03-03T06:22:00Z,deposit,atm,100_to_499,6,4,40.94,true,0.447
2026-03-03T13:00:00Z,external_transfer,web,500_to_999,13,3,7.10,true,0.254
2026-03-03T11:45:00Z,bill_payment,web,500_to_999,11,4,64.68,false,0.242
2026-03-03T20:30:00Z,debit_purchase,mobile,25_to_99,20,0,362.70,false,0.284
2026-03-04T13:08:00Z,bill_payment,branch_assisted,500_to_999,13,3,76.46,false,0.205
2026-03-04T14:28:00Z,atm_withdrawal,atm,500_to_999,14,3,118.15,false,0.186
2026-03-04T15:58:00Z,internal_transfer,branch_assisted,25_to_99,15,3,18.55,false,0.223
2026-03-04T14:46:00Z,bill_payment,branch_assisted,500_to_999,14,1,70.43,false,0.049
2026-03-05T16:13:00Z,debit_purchase,web,under_25,16,3,113.66,true,0.476
2026-03-05T05:26:00Z,debit_purchase,web,25_to_99,5,4,25.99,false,0.269
2026-03-05T11:53:00Z,debit_purchase,web,under_25,11,1,42.67,false,0.436
2026-03-05T20:25:00Z,debit_purchase,mobile,under_25,20,2,136.22,false,0.366
2026-03-06T09:04:00Z,bill_payment,web,500_to_999,9,1,79.57,false,0.414
2026-03-06T11:22:00Z,debit_purchase,mobile,25_to_99,11,3,248.27,false,0.228
2026-03-06T20:43:00Z,debit_purchase,atm,100_to_499,20,2,58.05,false,0.237
2026-03-06T15:49:00Z,internal_transfer,web,100_to_499,15,0,19.68,false,0.154
2026-03-07T11:36:00Z,internal_transfer,mobile,1000_to_2499,11,3,214.65,false,0.183
2026-03-07T08:44:00Z,debit_purchase,web,100_to_499,8,1,122.93,false,0.026
2026-03-07T16:23:00Z,internal_transfer,branch_assisted,500_to_999,16,2,52.19,false,0.354
2026-03-07T19:45:00Z,debit_purchase,mobile,100_to_499,19,1,476.93,false,0.420
2026-03-08T15:20:00Z,debit_purchase,web,100_to_499,15,0,52.75,false,0.283
2026-03-08T09:57:00Z,deposit,branch_assisted,2500_plus,9,0,195.35,false,0.161
2026-03-08T10:09:00Z,external_transfer,web,500_to_999,10,2,61.11,false,0.094
2026-03-08T11:30:00Z,internal_transfer,branch_assisted,100_to_499,11,2,47.02,false,0.436
2026-03-09T13:20:00Z,deposit,mobile,2500_plus,13,2,49.74,false,0.130
2026-03-09T18:27:00Z,debit_purchase,web,100_to_499,18,0,189.21,false,0.169
2026-03-09T09:39:00Z,debit_purchase,web,25_to_99,9,1,244.88,false,0.373
2026-03-09T10:22:00Z,atm_withdrawal,atm,25_to_99,10,2,66.47,false,0.242
2026-03-10T12:15:00Z,internal_transfer,web,100_to_499,12,1,348.38,false,0.061
2026-03-10T20:37:00Z,internal_transfer,web,1000_to_2499,20,5,56.22,false,0.506
2026-03-10T13:09:00Z,bill_payment,mobile,100_to_499,13,0,103.15,false,0.319
2026-03-10T19:34:00Z,bill_payment,mobile,1000_to_2499,19,4,74.55,false,0.255
2026-03-11T19:31:00Z,atm_withdrawal,atm,25_to_99,19,0,145.20,false,0.346
2026-03-11T18:49:00Z,debit_purchase,web,100_to_499,18,2,143.53,false,0.179
2026-03-11T12:03:00Z,debit_purchase,web,under_25,12,2,233.82,true,0.478
2026-03-11T15:39:00Z,internal_transfer,mobile,25_to_99,15,1,71.58,false,0.387
2026-03-12T12:48:00Z,atm_withdrawal,atm,100_to_499,12,0,73.27,false,0.142
2026-03-12T16:32:00Z,debit_purchase,atm,100_to_499,16,0,128.07,false,0.203
2026-03-12T12:33:00Z,debit_purchase,mobile,under_25,12,3,38.56,false,0.283
2026-03-12T12:02:00Z,external_transfer,mobile,1000_to_2499,12,1,46.20,false,0.253
2026-03-13T19:23:00Z,debit_purchase,mobile,under_25,19,1,28.13,false,0.112
2026-03-13T09:33:00Z,bill_payment,branch_assisted,100_to_499,9,0,67.74,false,0.421
2026-03-13T12:39:00Z,external_transfer,web,1000_to_2499,12,0,321.62,false,0.140
2026-03-13T12:09:00Z,atm_withdrawal,atm,25_to_99,12,2,21.70,false,0.148
2026-03-14T15:27:00Z,bill_payment,mobile,100_to_499,15,5,65.58,false,0.015
2026-03-14T09:10:00Z,debit_purchase,mobile,under_25,9,3,103.79,false,0.275
2026-03-14T14:20:00Z,external_transfer,web,500_to_999,14,2,308.93,true,0.281
2026-03-14T12:58:00Z,external_transfer,branch_assisted,1000_to_2499,12,3,83.37,false,0.285
2026-03-15T20:35:00Z,internal_transfer,mobile,1000_to_2499,20,1,95.35,false,0.515
2026-03-15T09:21:00Z,debit_purchase,web,25_to_99,9,2,370.77,false,0.174
2026-03-15T16:40:00Z,internal_transfer,branch_assisted,2500_plus,16,3,16.52,false,0.123
2026-03-15T07:58:00Z,debit_purchase,web,25_to_99,7,1,48.87,false,0.385
2026-03-16T08:17:00Z,external_transfer,mobile,1000_to_2499,8,0,50.94,false,0.343
2026-03-16T14:09:00Z,debit_purchase,web,under_25,14,1,51.26,false,0.125
2026-03-16T18:44:00Z,internal_transfer,mobile,100_to_499,18,3,19.85,true,0.324
2026-03-16T11:26:00Z,external_transfer,branch_assisted,500_to_999,11,4,76.83,false,0.245
2026-03-17T18:38:00Z,external_transfer,web,2500_plus,18,2,323.23,false,0.309
2026-03-17T22:49:00Z,debit_purchase,mobile,25_to_99,22,2,82.68,false,0.041
2026-03-17T18:00:00Z,debit_purchase,atm,under_25,18,1,66.36,false,0.070
2026-03-17T21:20:00Z,debit_purchase,mobile,100_to_499,21,3,182.87,false,0.344
2026-03-18T15:20:00Z,debit_purchase,atm,100_to_499,15,3,58.79,false,0.194
2026-03-18T14:28:00Z,debit_purchase,mobile,under_25,14,4,22.86,false,0.152
