timestamp,requests_per_minute,api_latency_ms,error_rate,queue_depth
2026-01-05T11:30:00Z,706.49,175.35,0.00149,11
2026-01-05T11:35:00Z,737.59,194.09,0.00153,11
2026-01-05T11:40:00Z,685.04,175.24,0.00187,9
2026-01-05T11:45:00Z,699.19,162.38,0.00165,6
2026-01-05T11:50:00Z,732.88,162.53,0.00265,7
2026-01-05T11:55:00Z,695.26,160.52,0.00154,6
2026-01-05T12:00:00Z,687.89,174.74,0.00207,7
2026-01-05T12:05:00Z,706.68,141.95,0.00141,10
2026-01-05T12:10:00Z,691.51,164.15,0.00282,7
2026-01-05T12:15:00Z,694.02,170.07,0.00130,5
2026-01-05T12:20:00Z,689.94,168.08,0.00279,9
2026-01-05T12:25:00Z,680.16,162.05,0.00299,9
2026-01-05T12:30:00Z,661.15,157.66,0.00114,2
2026-01-05T12:35:00Z,639.86,177.11,0.00000,9
2026-01-05T12:40:00Z,645.35,147.37,0.00160,3
2026-01-05T12:45:00Z,670.72,151.96,0.00188,7
2026-01-05T12:50:00Z,627.39,156.87,0.00112,8
2026-01-05T12:55:00Z,655.51,150.26,0.00183,7
2026-01-05T13:00:00Z,590.57,170.80,0.00139,5
2026-01-05T13:05:00Z,616.58,165.35,0.00059,5
2026-01-05T13:10:00Z,603.13,151.14,0.00065,3
2026-01-05T13:15:00Z,647.05,164.32,0.00176,11
2026-01-05T13:20:00Z,577.36,165.52,0.00019,4
2026-01-05T13:25:00Z,549.43,153.13,0.00152,8
2026-01-05T13:30:00Z,565.47,144.32,0.00161,8
2026-01-05T13:35:00Z,555.71,154.42,0.00104,6
2026-01-05T13:40:00Z,514.59,134.95,0.00088,4
2026-01-05T13:45:00Z,510.19,149.24,0.00187,1
2026-01-05T13:50:00Z,561.82,156.92,0.00095,4
2026-01-05T13:55:00Z,544.35,145.29,0.00147,6
2026-01-05T14:00:00Z,500.94,139.89,0.00144,3
2026-01-05T14:05:00Z,525.65,146.98,0.00112,3
2026-01-05T14:10:00Z,512.87,151.37,0.00060,0
2026-01-05T14:15:00Z,467.51,131.80,0.00060,0
2026-01-05T14:20:00Z,459.15,127.79,0.00057,0
2026-01-05T14:25:00Z,482.04,118.17,0.00131,2
2026-01-05T14:30:00Z,500.95,148.98,0.00225,0
2026-01-05T14:35:00Z,479.52,148.05,0.00236,0
2026-01-05T14:40:00Z,499.84,136.98,0.00160,5
2026-01-05T14:45:00Z,485.62,158.46,0.00142,0
2026-01-05T14:50:00Z,422.02,134.62,0.00185,0
2026-01-05T14:55:00Z,506.83,128.18,0.00179,5
2026-01-05T15:00:00Z,461.73,128.92,0.00109,5
2026-01-05T15:05:00Z,419.41,135.26,0.00159,0
2026-01-05T15:10:00Z,413.82,149.29,0.00198,0
2026-01-05T15:15:00Z,453.46,138.95,0.00195,3
2026-01-05T15:20:00Z,427.80,124.83,0.00239,5
2026-01-05T15:25:00Z,416.35,120.17,0.00152,0
2026-01-05T15:30:00Z,401.60,144.39,0.00190,0
2026-01-05T15:35:00Z,414.70,109.38,0.00103,3
2026-01-05T15:40:00Z,442.92,147.56,0.00159,0
2026-01-05T15:45:00Z,395.82,138.11,0.00143,0
2026-01-05T15:50:00Z,397.09,126.45,0.00100,1
2026-01-05T15:55:00Z,413.45,151.30,0.00138,0
2026-01-05T16:00:00Z,423.06,137.91,0.00239,0
2026-01-05T16:05:00Z,393.48,147.05,0.00194,0
2026-01-05T16:10:00Z,364.65,110.08,0.00082,0
2026-01-05T16:15:00Z,400.56,126.20,0.00155,0
2026-01-05T16:20:00Z,401.62,126.17,0.00080,0
2026-01-05T16:25:00Z,370.88,124.98,0.00054,0
2026-01-05T16:30:00Z,400.01,125.45,0.00157,0
2026-01-05T16:35:00Z,375.20,135.78,0.00096,0
2026-01-05T16:40:00Z,401.64,160.05,0.00142,0
2026-01-05T16:45:00Z,409.69,138.23,0.00109,0
2026-01-05T16:50:00Z,365.17,135.01,0.00108,0
2026-01-05T16:55:00Z,418.41,153.21,0.00133,0
2026-01-05T17:00:00Z,373.21,116.55,0.00226,0
2026-01-05T17:05:00Z,420.00,122.22,0.00174,0
2026-01-05T17:10:00Z,362.82,105.73,0.00099,0
2026-01-05T17:15:00Z,434.54,127.35,0.00137,4
2026-01-05T17:20:00Z,374.94,120.84,0.00163,0
2026-01-05T17:25:00Z,393.11,129.34,0.00101,0
2026-01-05T17:30:00Z,361.48,151.36,0.00125,0
2026-01-05T17:35:00Z,398.26,142.97,0.00115,0
2026-01-05T17:40:00Z,386.18,134.93,0.00109,0
2026-01-05T17:45:00Z,438.30,126.25,0.00148,2
2026-01-05T17:50:00Z,373.51,119.71,0.00276,0
2026-01-05T17:55:00Z,409.00,122.56,0.00139,1
2026-01-05T18:00:00Z,434.03,140.85,0.00229,0
2026-01-05T18:05:00Z,388.09,131.22,0.00273,0
2026-01-05T18:10:00Z,421.76,126.27,0.00139,1
2026-01-05T18:15:00Z,399.18,133.22,0.00245,0
2026-01-05T18:20:00Z,432.86,137.06,0.00189,5
2026-01-05T18:25:00Z,387.41,137.02,0.00131,1
2026-01-05T18:30:00Z,445.69,172.69,0.00104,0
2026-01-05T18:35:00Z,383.90,126.99,0.00075,2
2026-01-05T18:40:00Z,398.36,135.16,0.00122,0
2026-01-05T18:45:00Z,422.60,139.11,0.00238,0
2026-01-05T18:50:00Z,386.49,127.90,0.00157,0
2026-01-05T18:55:00Z,414.19,127.69,0.00102,0
2026-01-05T19:00:00Z,429.86,142.29,0.00202,0
2026-01-05T19:05:00Z,398.25,142.54,0.00163,0
2026-01-05T19:10:00Z,456.72,128.22,0.00162,2
2026-01-05T19:15:00Z,422.45,135.39,0.00024,1
2026-01-05T19:20:00Z,417.48,132.63,0.00054,0
2026-01-05T19:25:00Z,425.67,153.76,0.00110,0
2026-01-05T19:30:00Z,415.51,129.38,0.00308,0
2026-01-05T19:35:00Z,418.74,125.82,0.00109,0
2026-01-05T19:40:00Z,393.48,144.22,0.00199,0
2026-01-05T19:45:00Z,370.94,138.27,0.00176,0
2026-01-05T19:50:00Z,388.15,139.02,0.00212,0
2026-01-05T19:55:00Z,449.51,140.59,0.00174,2
2026-01-05T20:00:00Z,408.10,144.92,0.00190,0
2026-01-05T20:05:00Z,390.33,148.67,0.00065,0
2026-01-05T20:10:00Z,352.37,123.50,0.00237,0
2026-01-05T20:15:00Z,402.63,126.09,0.00097,0
2026-01-05T20:20:00Z,355.04,129.10,0.00170,0
2026-01-05T20:25:00Z,367.55,141.24,0.00173,0
2026-01-05T20:30:00Z,369.45,119.28,0.00267,0
2026-01-05T20:35:00Z,388.55,139.18,0.00173,0
2026-01-05T20:40:00Z,361.65,120.11,0.00276,0
2026-01-05T20:45:00Z,316.42,117.79,0.00168,0
2026-01-05T20:50:00Z,350.32,131.25,0.00069,0
2026-01-05T20:55:00Z,349.96,129.22,0.00216,0
2026-01-05T21:00:00Z,382.14,144.17,0.00137,0
2026-01-05T21:05:00Z,351.21,130.98,0.00273,0
2026-01-05T21:10:00Z,340.05,127.21,0.00207,0
2026-01-05T21:15:00Z,355.00,142.35,0.00163,0
2026-01-05T21:20:00Z,300.59,130.11,0.00188,0
2026-01-05T21:25:00Z,336.07,133.41,0.00146,0
2026-01-05T21:30:00Z,320.51,119.17,0.00157,0
2026-01-05T21:35:00Z,291.13,136.08,0.00232,0
2026-01-05T21:40:00Z,335.73,123.76,0.00101,0
2026-01-05T21:45:00Z,336.73,113.96,0.00170,0
2026-01-05T21:50:00Z,275.77,143.01,0.00046,0
2026-01-05T21:55:00Z,303.96,137.12,0.00246,0
2026-01-05T22:00:00Z,281.87,109.25,0.00191,0
2026-01-05T22:05:00Z,271.15,113.89,0.00100,0
2026-01-05T22:10:00Z,277.49,130.68,0.00130,0
2026-01-05T22:15:00Z,233.54,112.50,0.00039,0
2026-01-05T22:20:00Z,300.36,121.43,0.00188,0
2026-01-05T22:25:00Z,259.44,108.15,0.00206,0
2026-01-05T22:30:00Z,285.58,124.20,0.00084,0
2026-01-05T22:35:00Z,290.34,120.23,0.00181,0
2026-01-05T22:40:00Z,271.40,134.72,0.00210,0
2026-01-05T22:45:00Z,257.03,120.05,0.00219,0
2026-01-05T22:50:00Z,263.45,115.53,0.00125,0
2026-01-05T22:55:00Z,291.39,133.68,0.00047,0
2026-01-05T23:00:00Z,264.10,118.79,0.00198,0
2026-01-05T23:05:00Z,232.62,122.01,0.00139,0
2026-01-05T23:10:00Z,273.77,145.41,0.00183,0
2026-01-05T23:15:00Z,246.54,113.57,0.00116,0
2026-01-05T23:20:00Z,195.31,115.92,0.00159,0
2026-01-05T23:25:00Z,236.65,137.20,0.00125,0
2026-01-05T23:30:00Z,283.32,129.06,0.00145,0
2026-01-05T23:35:00Z,260.19,140.48,0.00179,0
2026-01-05T23:40:00Z,271.19,107.32,0.00097,0
2026-01-05T23:45:00Z,234.31,121.42,0.00219,0
2026-01-05T23:50:00Z,247.52,96.91,0.00060,0
2026-01-05T23:55:00Z,229.29,108.49,0.00227,0
2026-01-06T00:00:00Z,232.95,115.73,0.00211,0
2026-01-06T00:05:00Z,234.23,134.08,0.00082,0
2026-01-06T00:10:00Z,233.77,115.32,0.00110,0
2026-01-06T00:15:00Z,234.37,140.94,0.00125,0
2026-01-06T00:20:00Z,245.42,123.54,0.00234,0
2026-01-06T00:25:00Z,223.92,110.33,0.00192,0
2026-01-06T00:30:00Z,222.17,117.25,0.00195,0
2026-01-06T00:35:00Z,220.62,128.12,0.00112,0
2026-01-06T00:40:00Z,201.52,127.82,0.00163,0
2026-01-06T00:45:00Z,222.70,105.66,0.00166,0
2026-01-06T00:50:00Z,212.04,123.11,0.00225,0
2026-01-06T00:55:00Z,248.58,110.96,0.00120,0
2026-01-06T01:00:00Z,245.91,130.79,0.00201,0
2026-01-06T01:05:00Z,206.21,115.39,0.00121,0
2026-01-06T01:10:00Z,225.25,105.92,0.00156,0
2026-01-06T01:15:00Z,247.13,105.10,0.00114,0
2026-01-06T01:20:00Z,206.61,123.48,0.00192,0
2026-01-06T01:25:00Z,180.74,119.73,0.00217,0
2026-01-06T01:30:00Z,281.00,103.37,0.00075,0
2026-01-06T01:35:00Z,242.50,115.84,0.00234,0
2026-01-06T01:40:00Z,241.70,115.60,0.00152,0
2026-01-06T01:45:00Z,252.63,129.73,0.00170,0
2026-01-06T01:50:00Z,251.59,121.46,0.00100,0
2026-01-06T01:55:00Z,197.35,126.69,0.00116,0
2026-01-06T02:00:00Z,209.98,105.76,0.00159,0
2026-01-06T02:05:00Z,247.72,131.60,0.00186,0
2026-01-06T02:10:00Z,270.48,113.88,0.00127,0
2026-01-06T02:15:00Z,245.15,121.01,0.00286,0
2026-01-06T02:20:00Z,236.25,127.69,0.00054,0
2026-01-06T02:25:00Z,228.92,124.29,0.00006,0
2026-01-06T02:30:00Z,239.35,91.85,0.00145,0
2026-01-06T02:35:00Z,211.82,118.76,0.00164,0
2026-01-06T02:40:00Z,232.27,126.33,0.00122,0
2026-01-06T02:45:00Z,243.74,109.36,0.00247,0
2026-01-06T02:50:00Z,264.16,120.40,0.00130,0
2026-01-06T02:55:00Z,239.82,117.35,0.00202,0
2026-01-06T03:00:00Z,280.28,117.90,0.00005,0
2026-01-06T03:05:00Z,233.81,112.74,0.00278,0
2026-01-06T03:10:00Z,246.69,123.58,0.00188,0
2026-01-06T03:15:00Z,245.38,119.91,0.00215,0
2026-01-06T03:20:00Z,258.09,101.88,0.00280,0
2026-01-06T03:25:00Z,253.69,117.35,0.00194,0
2026-01-06T03:30:00Z,247.74,121.58,0.00132,0
2026-01-06T03:35:00Z,236.48,122.52,0.00193,0
2026-01-06T03:40:00Z,264.56,118.84,0.00216,0
2026-01-06T03:45:00Z,215.43,114.67,0.00217,0
2026-01-06T03:50:00Z,247.84,111.15,0.00137,0
2026-01-06T03:55:00Z,250.52,104.93,0.00130,0
2026-01-06T04:00:00Z,261.26,106.61,0.00124,0
2026-01-06T04:05:00Z,275.36,121.01,0.00250,0
2026-01-06T04:10:00Z,215.11,108.36,0.00179,0
2026-01-06T04:15:00Z,279.79,123.28,0.00205,0
2026-01-06T04:20:00Z,289.55,141.49,0.00208,0
2026-01-06T04:25:00Z,246.65,108.69,0.00237,0
2026-01-06T04:30:00Z,268.80,105.35,0.00123,0
2026-01-06T04:35:00Z,271.31,130.08,0.00048,0
2026-01-06T04:40:00Z,250.63,128.87,0.00129,0
2026-01-06T04:45:00Z,288.82,119.56,0.00163,0
2026-01-06T04:50:00Z,274.77,112.37,0.00181,0
2026-01-06T04:55:00Z,276.98,116.57,0.00066,0
2026-01-06T05:00:00Z,251.26,122.02,0.00134,0
2026-01-06T05:05:00Z,295.46,141.66,0.00063,0
2026-01-06T05:10:00Z,332.98,116.04,0.00154,0
2026-01-06T05:15:00Z,315.55,111.50,0.00214,0
2026-01-06T05:20:00Z,315.86,146.03,0.00144,0
2026-01-06T05:25:00Z,328.26,118.70,0.00030,0
2026-01-06T05:30:00Z,298.59,131.36,0.00192,0
2026-01-06T05:35:00Z,266.38,111.38,0.00124,0
2026-01-06T05:40:00Z,344.52,132.25,0.00224,0
2026-01-06T05:45:00Z,303.22,148.87,0.00064,0
2026-01-06T05:50:00Z,345.80,139.23,0.00133,0
2026-01-06T05:55:00Z,330.46,127.42,0.00135,0
2026-01-06T06:00:00Z,363.11,123.44,0.00302,1
2026-01-06T06:05:00Z,341.91,130.21,0.00291,0
2026-01-06T06:10:00Z,330.67,128.11,0.00191,0
2026-01-06T06:15:00Z,341.22,122.41,0.00131,0
2026-01-06T06:20:00Z,359.52,123.91,0.00235,0
2026-01-06T06:25:00Z,392.45,144.66,0.00120,0
2026-01-06T06:30:00Z,346.64,149.16,0.00207,0
2026-01-06T06:35:00Z,426.87,127.40,0.00000,0
2026-01-06T06:40:00Z,391.87,120.65,0.00198,0
2026-01-06T06:45:00Z,333.42,143.80,0.00168,0
2026-01-06T06:50:00Z,390.65,142.28,0.00151,0
2026-01-06T06:55:00Z,417.78,145.73,0.00290,0
2026-01-06T07:00:00Z,402.69,134.30,0.00121,0
2026-01-06T07:05:00Z,450.32,123.07,0.00151,5
2026-01-06T07:10:00Z,427.55,139.94,0.00176,3
2026-01-06T07:15:00Z,453.99,143.19,0.00240,0
2026-01-06T07:20:00Z,401.27,159.24,0.00138,0
2026-01-06T07:25:00Z,440.17,129.08,0.00177,0
2026-01-06T07:30:00Z,473.18,128.44,0.00236,0
2026-01-06T07:35:00Z,450.12,150.14,0.00185,0
2026-01-06T07:40:00Z,482.53,125.19,0.00170,1
2026-01-06T07:45:00Z,498.36,154.36,0.00176,0
2026-01-06T07:50:00Z,471.11,142.49,0.00285,3
2026-01-06T07:55:00Z,498.28,148.51,0.00151,0
2026-01-06T08:00:00Z,525.06,160.88,0.00246,3
2026-01-06T08:05:00Z,511.04,123.52,0.00210,7
2026-01-06T08:10:00Z,569.72,155.62,0.00245,5
2026-01-06T08:15:00Z,622.48,154.88,0.00271,7
2026-01-06T08:20:00Z,549.15,173.98,0.00203,4
2026-01-06T08:25:00Z,528.79,146.53,0.00046,0
2026-01-06T08:30:00Z,531.34,142.38,0.00213,2
2026-01-06T08:35:00Z,608.11,157.21,0.00146,8
2026-01-06T08:40:00Z,585.68,170.03,0.00133,2
2026-01-06T08:45:00Z,601.14,151.88,0.00166,5
2026-01-06T08:50:00Z,604.45,172.53,0.00188,6
2026-01-06T08:55:00Z,605.87,160.56,0.00074,9
2026-01-06T09:00:00Z,620.46,156.35,0.00213,4
2026-01-06T09:05:00Z,598.57,138.51,0.00115,0
2026-01-06T09:10:00Z,676.64,165.76,0.00203,11
2026-01-06T09:15:00Z,621.57,168.15,0.00159,4
2026-01-06T09:20:00Z,695.99,162.49,0.00159,10
2026-01-06T09:25:00Z,677.43,164.37,0.00135,11
2026-01-06T09:30:00Z,673.62,169.09,0.00186,7
2026-01-06T09:35:00Z,649.78,154.60,0.00146,7
2026-01-06T09:40:00Z,693.31,176.24,0.00127,12
2026-01-06T09:45:00Z,684.66,174.55,0.00137,10
2026-01-06T09:50:00Z,722.14,169.99,0.00277,11
2026-01-06T09:55:00Z,704.12,161.94,0.00175,7
2026-01-06T10:00:00Z,698.71,151.31,0.00169,9
2026-01-06T10:05:00Z,725.93,166.96,0.00212,16
2026-01-06T10:10:00Z,711.10,168.30,0.00019,9
2026-01-06T10:15:00Z,705.14,171.75,0.00143,9
2026-01-06T10:20:00Z,714.69,155.07,0.00126,13
2026-01-06T10:25:00Z,699.22,169.15,0.00095,11
2026-01-06T10:30:00Z,714.19,177.08,0.00169,6
2026-01-06T10:35:00Z,742.98,163.26,0.00146,10
2026-01-06T10:40:00Z,767.74,177.85,0.00276,12
2026-01-06T10:45:00Z,813.67,176.69,0.00271,11
2026-01-06T10:50:00Z,726.69,162.99,0.00184,11
2026-01-06T10:55:00Z,743.33,177.21,0.00251,10
2026-01-06T11:00:00Z,765.08,174.14,0.00204,8
2026-01-06T11:05:00Z,711.51,183.20,0.00216,8
2026-01-06T11:10:00Z,732.78,170.72,0.00316,11
2026-01-06T11:15:00Z,720.36,171.58,0.00299,10
2026-01-06T11:20:00Z,730.81,189.68,0.00179,10
2026-01-06T11:25:00Z,702.78,150.80,0.00254,7
2026-01-06T11:30:00Z,774.76,173.41,0.00257,15
2026-01-06T11:35:00Z,727.60,170.17,0.00107,12
2026-01-06T11:40:00Z,756.23,147.09,0.00317,10
2026-01-06T11:45:00Z,701.60,163.74,0.00216,10
2026-01-06T11:50:00Z,664.87,150.74,0.00340,9
2026-01-06T11:55:00Z,684.75,160.17,0.00237,6
2026-01-06T12:00:00Z,711.74,168.91,0.00289,11
2026-01-06T12:05:00Z,681.05,159.03,0.00208,5
2026-01-06T12:10:00Z,700.43,161.09,0.00140,5
2026-01-06T12:15:00Z,686.81,165.72,0.00179,7
2026-01-06T12:20:00Z,698.03,162.70,0.00226,6
2026-01-06T12:25:00Z,671.39,172.95,0.00173,6
2026-01-06T12:30:00Z,733.68,179.00,0.00313,9
2026-01-06T12:35:00Z,657.54,147.43,0.00271,5
2026-01-06T12:40:00Z,661.12,166.32,0.00111,3
2026-01-06T12:45:00Z,629.80,137.85,0.00149,13
2026-01-06T12:50:00Z,668.62,175.71,0.00168,7
2026-01-06T12:55:00Z,613.91,154.39,0.00233,8
2026-01-06T13:00:00Z,617.67,164.55,0.00242,4
2026-01-06T13:05:00Z,578.10,172.75,0.00058,3
2026-01-06T13:10:00Z,593.07,176.03,0.00176,3
2026-01-06T13:15:00Z,564.34,163.11,0.00152,3
2026-01-06T13:20:00Z,620.74,166.55,0.00242,4
2026-01-06T13:25:00Z,527.80,151.35,0.00167,4
2026-01-06T13:30:00Z,569.72,161.23,0.00159,4
2026-01-06T13:35:00Z,524.24,139.83,0.00294,3
2026-01-06T13:40:00Z,523.08,158.09,0.00186,4
2026-01-06T13:45:00Z,552.45,137.95,0.00181,4
2026-01-06T13:50:00Z,551.86,140.05,0.00102,3
2026-01-06T13:55:00Z,550.80,137.01,0.00080,0
2026-01-06T14:00:00Z,489.58,148.91,0.00070,0
2026-01-06T14:05:00Z,538.35,154.55,0.00141,2
2026-01-06T14:10:00Z,526.30,137.16,0.00130,0
2026-01-06T14:15:00Z,515.96,147.30,0.00139,0
2026-01-06T14:20:00Z,533.35,141.92,0.00161,4
2026-01-06T14:25:00Z,455.60,144.19,0.00177,1
2026-01-06T14:30:00Z,525.76,162.62,0.00053,2
2026-01-06T14:35:00Z,478.28,151.09,0.00062,0
