timestamp,session_id,event_name,channel,journey,landing_source,device_category
2026-08-13T11:08:10Z,session-1059,dashboard_viewed,mobile,,,
2026-08-13T11:08:20Z,session-1059,search_performed,mobile,search,,
2026-08-13T11:08:40Z,session-1059,account_viewed,mobile,,,
2026-08-13T11:08:53Z,session-1059,search_performed,mobile,search,,
2026-08-13T11:08:56Z,session-1059,statement_viewed,mobile,,,
2026-08-13T11:09:10Z,session-1059,session_ended,mobile,,,
2026-08-13T11:18:03Z,session-1060,session_started,mobile,,,
2026-08-13T11:18:25Z,session-1060,login_completed,mobile,,,
2026-08-13T11:18:31Z,session-1060,dashboard_viewed,mobile,,,
2026-08-13T11:18:54Z,session-1060,account_viewed,mobile,,,
2026-08-13T11:18:59Z,session-1060,statement_viewed,mobile,,,
2026-08-13T11:19:18Z,session-1060,session_ended,mobile,,,
2026-08-13T11:29:17Z,session-1061,session_started,mobile,,,
2026-08-13T11:29:25Z,session-1061,login_completed,mobile,,,
2026-08-13T11:29:47Z,session-1061,dashboard_viewed,mobile,,,
2026-08-13T11:30:09Z,session-1061,transfer_started,mobile,transfer,,
2026-08-13T11:30:19Z,session-1061,transfer_failed,mobile,transfer,,
2026-08-13T11:30:44Z,session-1061,transfer_started,mobile,transfer,,
2026-08-13T11:30:59Z,session-1061,recipient_selected,mobile,transfer,,
2026-08-13T11:31:23Z,session-1061,transfer_reviewed,mobile,transfer,,
2026-08-13T11:31:30Z,session-1061,transfer_completed,mobile,transfer,,
2026-08-13T11:31:49Z,session-1061,session_ended,mobile,,,
2026-08-13T11:40:25Z,session-1062,session_started,web,,,
2026-08-13T11:40:39Z,session-1062,login_completed,web,,,
2026-08-13T11:40:44Z,session-1062,transfer_started,web,transfer,,
2026-08-13T11:41:06Z,session-1062,recipient_selected,web,transfer,,
2026-08-13T11:41:24Z,session-1062,transfer_reviewed,web,transfer,,
2026-08-13T11:41:37Z,session-1062,session_ended,web,,,
2026-08-13T11:51:10Z,session-1063,session_started,mobile,,,
2026-08-13T11:51:29Z,session-1063,login_completed,mobile,,,
2026-08-13T11:51:48Z,session-1063,dashboard_viewed,mobile,,,
2026-08-13T11:51:57Z,session-1063,verification_started,mobile,verification,,
2026-08-13T11:52:07Z,session-1063,verification_completed,mobile,verification,,
2026-08-13T11:52:25Z,session-1063,session_ended,mobile,,,
2026-08-13T12:02:18Z,session-1064,session_started,web,,,
2026-08-13T12:02:46Z,session-1064,login_completed,web,,,
2026-08-13T12:03:00Z,session-1064,verification_started,web,verification,,
2026-08-13T12:03:28Z,session-1064,verification_abandoned,web,verification,,
2026-08-13T12:03:42Z,session-1064,session_ended,web,,,
2026-08-13T12:13:22Z,session-1065,session_started,mobile,,,
2026-08-13T12:13:28Z,session-1065,login_completed,mobile,,,
2026-08-13T12:13:49Z,session-1065,dashboard_viewed,mobile,,,
2026-08-13T12:14:12Z,session-1065,search_performed,mobile,search,,
2026-08-13T12:14:16Z,session-1065,account_viewed,mobile,,,
2026-08-13T12:14:35Z,session-1065,search_performed,mobile,search,,
2026-08-13T12:14:46Z,session-1065,statement_viewed,mobile,,,
2026-08-13T12:15:02Z,session-1065,session_ended,mobile,,,
2026-08-13T12:24:25Z,session-1066,session_started,web,,,
2026-08-13T12:24:45Z,session-1066,login_completed,web,,,
2026-08-13T12:24:57Z,session-1066,dashboard_viewed,web,,,
2026-08-13T12:25:00Z,session-1066,account_viewed,web,,,
2026-08-13T12:25:27Z,session-1066,statement_viewed,web,,,
2026-08-13T12:25:38Z,session-1066,session_ended,web,,,
2026-08-13T12:35:22Z,session-1067,session_started,mobile,,,
2026-08-13T12:35:50Z,session-1067,login_completed,mobile,,,
2026-08-13T12:35:55Z,session-1067,dashboard_viewed,mobile,,,
2026-08-13T12:36:04Z,session-1067,transfer_started,mobile,transfer,,
2026-08-13T12:36:22Z,session-1067,recipient_selected,mobile,transfer,,
2026-08-13T12:36:32Z,session-1067,transfer_reviewed,mobile,transfer,,
2026-08-13T12:36:41Z,session-1067,transfer_completed,mobile,transfer,,
2026-08-13T12:36:48Z,session-1067,session_ended,mobile,,,
2026-08-13T12:46:04Z,session-1068,session_started,web,,,
2026-08-13T12:46:28Z,session-1068,login_completed,web,,,
2026-08-13T12:46:31Z,session-1068,transfer_started,web,transfer,,
2026-08-13T12:46:50Z,session-1068,recipient_selected,web,transfer,,
2026-08-13T12:46:58Z,session-1068,transfer_reviewed,web,transfer,,
2026-08-13T12:47:25Z,session-1068,session_ended,web,,,
2026-08-13T12:57:10Z,session-1069,session_started,web,,,
2026-08-13T12:57:28Z,session-1069,login_completed,web,,,
2026-08-13T12:57:39Z,session-1069,dashboard_viewed,web,,,
2026-08-13T12:57:42Z,session-1069,verification_started,web,verification,,
2026-08-13T12:57:45Z,session-1069,verification_completed,web,verification,,
2026-08-13T12:57:54Z,session-1069,session_ended,web,,,
2026-08-13T13:08:05Z,session-1070,session_started,web,,,
2026-08-13T13:08:16Z,session-1070,login_completed,web,,,
2026-08-13T13:08:37Z,session-1070,verification_started,web,verification,,
2026-08-13T13:08:49Z,session-1070,verification_abandoned,web,verification,,
2026-08-13T13:09:00Z,session-1070,session_ended,web,,,
2026-08-13T13:19:25Z,session-1071,session_started,mobile,,,
2026-08-13T13:19:45Z,session-1071,login_completed,mobile,,,
2026-08-13T13:19:56Z,session-1071,dashboard_viewed,mobile,,,
2026-08-13T13:20:16Z,session-1071,search_performed,mobile,search,,
2026-08-13T13:20:25Z,session-1071,account_viewed,mobile,,,
2026-08-13T13:20:47Z,session-1071,search_performed,mobile,search,,
2026-08-13T13:21:00Z,session-1071,statement_viewed,mobile,,,
2026-08-13T13:21:15Z,session-1071,session_ended,mobile,,,
2026-08-13T13:30:24Z,session-1072,session_started,mobile,,,
2026-08-13T13:30:36Z,session-1072,login_completed,mobile,,,
2026-08-13T13:30:49Z,session-1072,dashboard_viewed,mobile,,,
2026-08-13T13:31:04Z,session-1072,account_viewed,mobile,,,
2026-08-13T13:31:12Z,session-1072,statement_viewed,mobile,,,
2026-08-13T13:31:17Z,session-1072,session_ended,mobile,,,
2026-08-13T13:41:14Z,session-1073,session_started,mobile,,,
2026-08-13T13:41:37Z,session-1073,login_completed,mobile,,,
2026-08-13T13:42:03Z,session-1073,dashboard_viewed,mobile,,,
2026-08-13T13:42:27Z,session-1073,transfer_started,mobile,transfer,,
2026-08-13T13:42:46Z,session-1073,recipient_selected,mobile,transfer,,
2026-08-13T13:43:09Z,session-1073,transfer_reviewed,mobile,transfer,,
2026-08-13T13:43:22Z,session-1073,transfer_completed,mobile,transfer,,
2026-08-13T13:43:31Z,session-1073,session_ended,mobile,,,
2026-08-13T13:52:05Z,session-1074,session_started,web,,,
2026-08-13T13:52:32Z,session-1074,login_completed,web,,,
2026-08-13T13:52:36Z,session-1074,transfer_started,web,transfer,,
2026-08-13T13:52:42Z,session-1074,recipient_selected,web,transfer,,
2026-08-13T13:53:04Z,session-1074,transfer_reviewed,web,transfer,,
2026-08-13T13:53:09Z,session-1074,session_ended,web,,,
2026-08-13T14:03:26Z,session-1075,session_started,mobile,,,
2026-08-13T14:03:43Z,session-1075,login_completed,mobile,,,
2026-08-13T14:04:08Z,session-1075,dashboard_viewed,mobile,,,
2026-08-13T14:04:16Z,session-1075,verification_started,mobile,verification,,
2026-08-13T14:04:36Z,session-1075,verification_completed,mobile,verification,,
2026-08-13T14:04:47Z,session-1075,session_ended,mobile,,,
2026-08-13T14:14:20Z,session-1076,session_started,web,,,
2026-08-13T14:14:43Z,session-1076,login_failed,web,,,
2026-08-13T14:15:08Z,session-1076,login_completed,web,,,
2026-08-13T14:15:29Z,session-1076,verification_started,web,verification,,
2026-08-13T14:15:47Z,session-1076,verification_abandoned,web,verification,,
2026-08-13T14:15:59Z,session-1076,session_ended,web,,,
2026-08-13T14:25:14Z,session-1077,session_started,web,,,
2026-08-13T14:25:26Z,session-1077,login_completed,web,,,
2026-08-13T14:25:35Z,session-1077,dashboard_viewed,web,,,
2026-08-13T14:25:51Z,session-1077,search_performed,web,search,,
2026-08-13T14:26:06Z,session-1077,account_viewed,web,,,
2026-08-13T14:26:24Z,session-1077,search_performed,web,search,,
2026-08-13T14:26:32Z,session-1077,statement_viewed,web,,,
2026-08-13T14:26:39Z,session-1077,session_ended,web,,,
2026-08-13T14:36:07Z,session-1078,session_started,mobile,,,
2026-08-13T14:36:14Z,session-1078,login_completed,mobile,,,
2026-08-13T14:36:27Z,session-1078,dashboard_viewed,mobile,,,
2026-08-13T14:36:32Z,session-1078,account_viewed,mobile,,,
2026-08-13T14:36:42Z,session-1078,statement_viewed,mobile,,,
2026-08-13T14:36:50Z,session-1078,session_ended,mobile,,,
2026-08-13T14:47:12Z,session-1079,session_started,web,,,
2026-08-13T14:47:16Z,session-1079,login_completed,web,,,
2026-08-13T14:47:23Z,session-1079,dashboard_viewed,web,,,
2026-08-13T14:47:46Z,session-1079,transfer_started,web,transfer,,
2026-08-13T14:47:58Z,session-1079,recipient_selected,web,transfer,,
2026-08-13T14:48:14Z,session-1079,transfer_reviewed,web,transfer,,
2026-08-13T14:48:29Z,session-1079,transfer_completed,web,transfer,,
2026-08-13T14:48:55Z,session-1079,session_ended,web,,,
2026-08-13T14:58:07Z,session-1080,session_started,web,,,
2026-08-13T14:58:35Z,session-1080,login_completed,web,,,
2026-08-13T14:58:42Z,session-1080,transfer_started,web,transfer,,
2026-08-13T14:59:09Z,session-1080,transfer_failed,web,transfer,,
2026-08-13T14:59:32Z,session-1080,transfer_started,web,transfer,,
2026-08-13T14:59:53Z,session-1080,recipient_selected,web,transfer,,
2026-08-13T15:00:04Z,session-1080,transfer_reviewed,web,transfer,,
2026-08-13T15:00:17Z,session-1080,session_ended,web,,,
2026-08-13T15:09:05Z,session-1081,session_started,web,,,
2026-08-13T15:09:27Z,session-1081,login_completed,web,,,
2026-08-13T15:09:31Z,session-1081,dashboard_viewed,web,,,
2026-08-13T15:09:38Z,session-1081,verification_started,web,verification,,
2026-08-13T15:09:58Z,session-1081,verification_completed,web,verification,,
2026-08-13T15:10:06Z,session-1081,session_ended,web,,,
2026-08-13T15:20:05Z,session-1082,session_started,web,,,
2026-08-13T15:20:19Z,session-1082,login_completed,web,,,
2026-08-13T15:20:45Z,session-1082,verification_started,web,verification,,
2026-08-13T15:21:12Z,session-1082,verification_abandoned,web,verification,,
2026-08-13T15:21:22Z,session-1082,session_ended,web,,,
2026-08-13T15:31:21Z,session-1083,session_started,mobile,,,
2026-08-13T15:31:26Z,session-1083,login_completed,mobile,,,
2026-08-13T15:31:31Z,session-1083,dashboard_viewed,mobile,,,
2026-08-13T15:31:40Z,session-1083,search_performed,mobile,search,,
2026-08-13T15:31:52Z,session-1083,account_viewed,mobile,,,
2026-08-13T15:32:17Z,session-1083,search_performed,mobile,search,,
2026-08-13T15:32:39Z,session-1083,statement_viewed,mobile,,,
2026-08-13T15:32:42Z,session-1083,session_ended,mobile,,,
2026-08-13T15:42:10Z,session-1084,session_started,mobile,,,
2026-08-13T15:42:22Z,session-1084,login_completed,mobile,,,
2026-08-13T15:42:43Z,session-1084,dashboard_viewed,mobile,,,
2026-08-13T15:42:56Z,session-1084,account_viewed,mobile,,,
2026-08-13T15:43:09Z,session-1084,statement_viewed,mobile,,,
2026-08-13T15:43:17Z,session-1084,session_ended,mobile,,,
2026-08-13T15:53:03Z,session-1085,session_started,mobile,,,
2026-08-13T15:53:08Z,session-1085,login_completed,mobile,,,
2026-08-13T15:53:21Z,session-1085,dashboard_viewed,mobile,,,
2026-08-13T15:53:46Z,session-1085,transfer_started,mobile,transfer,,
2026-08-13T15:53:52Z,session-1085,recipient_selected,mobile,transfer,,
2026-08-13T15:54:12Z,session-1085,transfer_reviewed,mobile,transfer,,
2026-08-13T15:54:32Z,session-1085,transfer_completed,mobile,transfer,,
2026-08-13T15:54:47Z,session-1085,session_ended,mobile,,,
2026-08-13T16:04:23Z,session-1086,session_started,mobile,,,
2026-08-13T16:04:44Z,session-1086,login_completed,mobile,,,
2026-08-13T16:05:11Z,session-1086,transfer_started,mobile,transfer,,
2026-08-13T16:05:21Z,session-1086,recipient_selected,mobile,transfer,,
2026-08-13T16:05:39Z,session-1086,transfer_reviewed,mobile,transfer,,
2026-08-13T16:05:45Z,session-1086,session_ended,mobile,,,
2026-08-13T16:15:12Z,session-1087,session_started,mobile,,,
2026-08-13T16:15:23Z,session-1087,login_completed,mobile,,,
2026-08-13T16:15:42Z,session-1087,dashboard_viewed,mobile,,,
2026-08-13T16:16:00Z,session-1087,verification_started,mobile,verification,,
2026-08-13T16:16:12Z,session-1087,verification_completed,mobile,verification,,
2026-08-13T16:16:33Z,session-1087,session_ended,mobile,,,
2026-08-13T16:26:13Z,session-1088,session_started,web,,,
2026-08-13T16:26:37Z,session-1088,login_completed,web,,,
2026-08-13T16:27:04Z,session-1088,verification_started,web,verification,,
2026-08-13T16:27:23Z,session-1088,verification_abandoned,web,verification,,
2026-08-13T16:27:38Z,session-1088,session_ended,web,,,
2026-08-13T16:37:04Z,session-1089,session_started,web,,,
2026-08-13T16:37:23Z,session-1089,login_completed,web,,,
2026-08-13T16:37:27Z,session-1089,dashboard_viewed,web,,,
2026-08-13T16:37:51Z,session-1089,search_performed,web,search,,
2026-08-13T16:38:06Z,session-1089,account_viewed,web,,,
2026-08-13T16:38:24Z,session-1089,search_performed,web,search,,
2026-08-13T16:38:38Z,session-1089,statement_viewed,web,,,
2026-08-13T16:38:41Z,session-1089,session_ended,web,,,
2026-08-13T16:48:20Z,session-1090,session_started,mobile,,,
2026-08-13T16:48:33Z,session-1090,login_completed,mobile,,,
2026-08-13T16:49:00Z,session-1090,dashboard_viewed,mobile,,,
2026-08-13T16:49:14Z,session-1090,account_viewed,mobile,,,
2026-08-13T16:49:32Z,session-1090,statement_viewed,mobile,,,
2026-08-13T16:49:55Z,session-1090,session_ended,mobile,,,
2026-08-13T16:59:22Z,session-1091,session_started,mobile,,,
2026-08-13T16:59:39Z,session-1091,login_completed,mobile,,,
2026-08-13T16:59:54Z,session-1091,dashboard_viewed,mobile,,,
2026-08-13T17:00:00Z,session-1091,transfer_started,mobile,transfer,,
2026-08-13T17:00:28Z,session-1091,recipient_selected,mobile,transfer,,
2026-08-13T17:00:50Z,session-1091,transfer_reviewed,mobile,transfer,,
2026-08-13T17:00:55Z,session-1091,transfer_completed,mobile,transfer,,
2026-08-13T17:01:17Z,session-1091,session_ended,mobile,,,
2026-08-13T17:10:06Z,session-1092,session_started,web,,,
2026-08-13T17:10:34Z,session-1092,login_completed,web,,,
2026-08-13T17:10:59Z,session-1092,transfer_started,web,transfer,,
2026-08-13T17:11:12Z,session-1092,recipient_selected,web,transfer,,
2026-08-13T17:11:32Z,session-1092,transfer_reviewed,web,transfer,,
2026-08-13T17:12:00Z,session-1092,session_ended,web,,,
2026-08-13T17:21:23Z,session-1093,session_started,web,,,
2026-08-13T17:21:46Z,session-1093,login_failed,web,,,
2026-08-13T17:22:09Z,session-1093,login_completed,web,,,
2026-08-13T17:22:22Z,session-1093,dashboard_viewed,web,,,
2026-08-13T17:22:35Z,session-1093,verification_started,web,verification,,
2026-08-13T17:23:03Z,session-1093,verification_completed,web,verification,,
2026-08-13T17:23:18Z,session-1093,session_ended,web,,,
2026-08-13T17:32:10Z,session-1094,session_started,web,,,
2026-08-13T17:32:36Z,session-1094,login_completed,web,,,
2026-08-13T17:32:51Z,session-1094,verification_started,web,verification,,
2026-08-13T17:33:09Z,session-1094,verification_abandoned,web,verification,,
2026-08-13T17:33:25Z,session-1094,session_ended,web,,,
2026-08-13T17:43:15Z,session-1095,session_started,mobile,,,
2026-08-13T17:43:20Z,session-1095,login_completed,mobile,,,
2026-08-13T17:43:45Z,session-1095,dashboard_viewed,mobile,,,
2026-08-13T17:44:11Z,session-1095,search_performed,mobile,search,,
2026-08-13T17:44:23Z,session-1095,account_viewed,mobile,,,
2026-08-13T17:44:41Z,session-1095,search_performed,mobile,search,,
2026-08-13T17:45:04Z,session-1095,statement_viewed,mobile,,,
2026-08-13T17:45:12Z,session-1095,session_ended,mobile,,,
2026-08-13T17:54:11Z,session-1096,session_started,mobile,,,
2026-08-13T17:54:25Z,session-1096,login_completed,mobile,,,
2026-08-13T17:54:52Z,session-1096,dashboard_viewed,mobile,,,
2026-08-13T17:55:16Z,session-1096,account_viewed,mobile,,,
2026-08-13T17:55:20Z,session-1096,statement_viewed,mobile,,,
2026-08-13T17:55:32Z,session-1096,session_ended,mobile,,,
2026-08-13T18:05:24Z,session-1097,session_started,web,,,
2026-08-13T18:05:49Z,session-1097,login_completed,web,,,
2026-08-13T18:05:58Z,session-1097,dashboard_viewed,web,,,
2026-08-13T18:06:11Z,session-1097,transfer_started,web,transfer,,
2026-08-13T18:06:20Z,session-1097,recipient_selected,web,transfer,,
2026-08-13T18:06:48Z,session-1097,transfer_reviewed,web,transfer,,
2026-08-13T18:07:00Z,session-1097,transfer_completed,web,transfer,,
2026-08-13T18:07:21Z,session-1097,session_ended,web,,,
2026-08-13T18:16:06Z,session-1098,session_started,web,,,
2026-08-13T18:16:18Z,session-1098,login_completed,web,,,
2026-08-13T18:16:30Z,session-1098,transfer_started,web,transfer,,
2026-08-13T18:16:33Z,session-1098,recipient_selected,web,transfer,,
2026-08-13T18:16:42Z,session-1098,transfer_reviewed,web,transfer,,
2026-08-13T18:16:48Z,session-1098,session_ended,web,,,
2026-08-13T18:27:18Z,session-1099,session_started,web,,,
2026-08-13T18:27:31Z,session-1099,login_completed,web,,,
2026-08-13T18:27:58Z,session-1099,dashboard_viewed,web,,,
2026-08-13T18:28:20Z,session-1099,verification_started,web,verification,,
2026-08-13T18:28:29Z,session-1099,verification_completed,web,verification,,
2026-08-13T18:28:52Z,session-1099,session_ended,web,,,
2026-08-13T18:38:27Z,session-1100,session_started,mobile,,,
2026-08-13T18:38:34Z,session-1100,login_completed,mobile,,,
2026-08-13T18:39:02Z,session-1100,verification_started,mobile,verification,,
2026-08-13T18:39:12Z,session-1100,verification_abandoned,mobile,verification,,
2026-08-13T18:39:25Z,session-1100,session_ended,mobile,,,
2026-08-13T18:49:17Z,session-1101,session_started,mobile,,,
2026-08-13T18:49:34Z,session-1101,login_completed,mobile,,,
2026-08-13T18:49:44Z,session-1101,dashboard_viewed,mobile,,,
2026-08-13T18:49:48Z,session-1101,search_performed,mobile,search,,
2026-08-13T18:50:12Z,session-1101,account_viewed,mobile,,,
2026-08-13T18:50:22Z,session-1101,search_performed,mobile,search,,
2026-08-13T18:50:37Z,session-1101,statement_viewed,mobile,,,
2026-08-13T18:50:41Z,session-1101,session_ended,mobile,,,
2026-08-13T19:00:23Z,session-1102,session_started,mobile,,,
2026-08-13T19:00:41Z,session-1102,login_completed,mobile,,,
2026-08-13T19:01:02Z,session-1102,dashboard_viewed,mobile,,,
2026-08-13T19:01:10Z,session-1102,account_viewed,mobile,,,
2026-08-13T19:01:19Z,session-1102,statement_viewed,mobile,,,
2026-08-13T19:01:32Z,session-1102,session_ended,mobile,,,
2026-08-13T19:11:24Z,session-1103,session_started,web,,,
2026-08-13T19:11:39Z,session-1103,login_completed,web,,,
2026-08-13T19:11:54Z,session-1103,dashboard_viewed,web,,,
2026-08-13T19:11:58Z,session-1103,transfer_started,web,transfer,,
2026-08-13T19:12:21Z,session-1103,recipient_selected,web,transfer,,
2026-08-13T19:12:29Z,session-1103,transfer_reviewed,web,transfer,,
2026-08-13T19:12:35Z,session-1103,transfer_completed,web,transfer,,
2026-08-13T19:12:57Z,session-1103,session_ended,web,,,
2026-08-13T19:22:27Z,session-1104,session_started,web,,,
2026-08-13T19:22:47Z,session-1104,login_completed,web,,,
2026-08-13T19:23:10Z,session-1104,transfer_started,web,transfer,,
2026-08-13T19:23:14Z,session-1104,recipient_selected,web,transfer,,
2026-08-13T19:23:22Z,session-1104,transfer_reviewed,web,transfer,,
2026-08-13T19:23:43Z,session-1104,session_ended,web,,,
2026-08-13T19:33:06Z,session-1105,session_started,mobile,,,
2026-08-13T19:33:23Z,session-1105,login_completed,mobile,,,
2026-08-13T19:33:30Z,session-1105,dashboard_viewed,mobile,,,
2026-08-13T19:33:36Z,session-1105,verification_started,mobile,verification,,
2026-08-13T19:33:46Z,session-1105,verification_completed,mobile,verification,,
2026-08-13T19:33:50Z,session-1105,session_ended,mobile,,,
2026-08-13T19:44:05Z,session-1106,session_started,mobile,,,
2026-08-13T19:44:26Z,session-1106,login_completed,mobile,,,
