timestamp,query_family,rows_expected_band,join_count,filter_count,uses_sort,uses_aggregation,uses_grouping,current_db_connections,current_queue_depth,recent_db_latency_ms,requests_per_minute,query_duration_ms
2026-01-01T03:05:00Z,member_search,medium,3,4,true,true,true,32,0,124.20,265.13,580.48
2026-01-01T03:10:00Z,transfer_history,very_large,4,1,true,false,false,38,0,134.46,198.15,1352.97
2026-01-01T03:15:00Z,transfer_history,large,0,2,false,true,true,35,0,129.16,287.65,667.09
2026-01-01T03:20:00Z,transaction_history,small,2,1,true,false,false,35,0,99.06,258.00,632.06
2026-01-01T03:25:00Z,statement_lookup,tiny,4,3,true,false,false,31,4,153.04,249.51,383.80
2026-01-01T03:30:00Z,verification_audit,tiny,0,5,false,true,true,56,7,170.98,322.09,711.72
2026-01-01T03:35:00Z,account_summary,small,3,3,false,false,false,23,0,114.00,198.57,254.07
2026-01-01T03:40:00Z,transfer_history,small,2,1,true,false,false,29,0,101.44,209.76,342.52
2026-01-01T03:45:00Z,account_summary,small,3,1,false,false,false,41,0,103.37,338.65,203.50
2026-01-01T03:50:00Z,transaction_history,large,3,6,true,false,false,37,0,95.90,287.96,1024.74
2026-01-01T03:55:00Z,transaction_history,tiny,0,6,false,false,false,36,0,104.59,188.22,427.73
2026-01-01T04:00:00Z,transaction_history,tiny,4,5,true,false,false,37,1,86.82,190.13,676.31
2026-01-01T04:05:00Z,transaction_history,small,3,3,true,false,false,9,0,37.38,205.81,426.76
2026-01-01T04:10:00Z,transaction_history,small,0,2,true,false,false,47,5,177.68,359.81,481.59
2026-01-01T04:15:00Z,account_summary,large,4,1,true,false,false,37,0,109.54,246.71,897.74
2026-01-01T04:20:00Z,account_summary,medium,0,6,true,true,true,25,4,107.52,253.05,529.42
2026-01-01T04:25:00Z,transfer_history,small,3,3,false,true,true,23,0,45.19,212.86,293.61
2026-01-01T04:30:00Z,transfer_history,medium,3,6,true,false,false,47,4,154.93,325.25,525.05
2026-01-01T04:35:00Z,account_summary,tiny,0,2,false,true,true,39,4,154.28,225.28,350.30
2026-01-01T04:40:00Z,transaction_history,small,0,3,false,false,false,38,0,81.09,254.09,331.01
2026-01-01T04:45:00Z,account_summary,small,4,5,true,false,false,42,5,145.16,323.36,351.47
2026-01-01T04:50:00Z,verification_audit,tiny,0,5,false,false,false,39,0,105.34,252.44,314.58
2026-01-01T04:55:00Z,member_search,tiny,4,3,true,false,false,27,0,88.20,264.52,475.89
2026-01-01T05:00:00Z,verification_audit,tiny,2,1,false,true,false,46,4,136.71,375.68,418.98
2026-01-01T05:05:00Z,statement_lookup,medium,2,6,true,false,false,37,0,93.64,262.23,356.03
2026-01-01T05:10:00Z,member_search,small,2,1,false,true,true,37,0,105.41,308.06,463.99
2026-01-01T05:15:00Z,account_summary,medium,4,2,false,false,false,29,0,108.61,279.10,450.44
2026-01-01T05:20:00Z,transfer_history,medium,2,5,false,false,false,40,2,112.80,283.58,446.88
2026-01-01T05:25:00Z,member_search,tiny,3,1,true,false,false,47,0,138.76,278.40,387.14
2026-01-01T05:30:00Z,statement_lookup,small,3,6,true,false,false,21,0,72.08,251.75,427.43
2026-01-01T05:35:00Z,member_search,very_large,1,4,false,true,false,35,0,120.70,241.20,957.04
2026-01-01T05:40:00Z,transfer_history,large,0,5,true,false,false,29,0,91.95,304.25,889.11
2026-01-01T05:45:00Z,account_summary,small,4,5,false,false,false,23,0,76.28,338.32,355.37
2026-01-01T05:50:00Z,account_summary,large,1,3,true,false,false,41,0,107.16,292.21,835.23
2026-01-01T05:55:00Z,verification_audit,tiny,2,2,true,false,false,27,0,119.04,298.38,601.64
2026-01-01T06:00:00Z,transaction_history,large,3,1,false,false,false,35,0,130.57,283.87,880.24
2026-01-01T06:05:00Z,member_search,large,4,2,true,true,true,26,0,112.31,246.12,959.13
2026-01-01T06:10:00Z,transaction_history,very_large,4,5,false,false,false,36,0,96.92,291.79,1152.76
2026-01-01T06:15:00Z,member_search,large,2,4,false,false,false,26,0,126.43,315.05,657.06
2026-01-01T06:20:00Z,account_summary,small,4,5,false,false,false,38,0,119.74,192.68,346.15
2026-01-01T06:25:00Z,member_search,small,4,2,true,false,false,50,11,209.82,252.52,696.94
2026-01-01T06:30:00Z,transaction_history,very_large,2,6,false,false,false,38,0,134.44,305.96,1138.63
2026-01-01T06:35:00Z,transaction_history,medium,3,4,false,false,false,24,0,88.99,155.76,540.88
2026-01-01T06:40:00Z,transaction_history,tiny,3,5,false,false,false,36,0,149.18,181.95,462.35
2026-01-01T06:45:00Z,transfer_history,tiny,2,2,false,false,false,59,11,169.37,315.34,573.79
2026-01-01T06:50:00Z,transaction_history,medium,1,6,false,false,false,30,0,99.43,296.15,392.35
2026-01-01T06:55:00Z,account_summary,large,4,4,false,false,false,29,0,112.73,312.54,527.40
2026-01-01T07:00:00Z,transaction_history,small,3,1,false,false,false,35,0,134.79,335.94,415.39
2026-01-01T07:05:00Z,transfer_history,tiny,0,5,false,true,false,35,3,119.51,384.96,456.26
2026-01-01T07:10:00Z,statement_lookup,medium,4,1,false,true,false,49,1,132.45,450.86,711.24
2026-01-01T07:15:00Z,transfer_history,medium,4,2,true,false,false,42,3,125.32,476.40,554.28
2026-01-01T07:20:00Z,transaction_history,medium,4,3,false,false,false,53,7,167.66,331.35,739.54
2026-01-01T07:25:00Z,transaction_history,small,2,4,false,false,false,39,2,119.73,430.69,215.26
2026-01-01T07:30:00Z,transfer_history,medium,0,3,false,false,false,47,4,152.63,433.14,387.39
2026-01-01T07:35:00Z,transfer_history,tiny,3,3,false,false,false,43,3,124.74,506.57,308.16
2026-01-01T07:40:00Z,account_summary,medium,0,4,false,true,true,45,7,157.30,387.59,666.72
2026-01-01T07:45:00Z,transaction_history,small,0,6,true,false,false,39,0,103.48,406.78,493.59
2026-01-01T07:50:00Z,transfer_history,small,0,5,true,false,false,49,9,164.44,474.48,577.28
2026-01-01T07:55:00Z,account_summary,large,3,4,false,false,false,40,0,106.78,447.04,501.82
2026-01-01T08:00:00Z,transaction_history,medium,1,1,true,true,true,50,4,144.99,512.18,530.92
2026-01-01T08:05:00Z,transfer_history,medium,3,5,true,false,false,32,0,81.69,453.13,612.25
2026-01-01T08:10:00Z,transaction_history,small,0,1,true,false,false,50,0,106.09,501.59,305.60
2026-01-01T08:15:00Z,account_summary,medium,2,3,true,false,false,54,7,198.12,410.34,367.41
2026-01-01T08:20:00Z,verification_audit,medium,2,2,false,false,false,56,2,133.16,473.77,333.64
2026-01-01T08:25:00Z,account_summary,medium,0,1,false,false,false,52,0,125.08,604.91,208.69
2026-01-01T08:30:00Z,transfer_history,medium,0,2,false,false,false,53,2,164.42,599.88,444.07
2026-01-01T08:35:00Z,transaction_history,very_large,4,2,false,false,false,60,16,230.21,598.34,1498.48
2026-01-01T08:40:00Z,transaction_history,medium,2,1,false,true,true,42,0,121.54,477.10,623.09
2026-01-01T08:45:00Z,statement_lookup,large,4,2,false,false,false,33,0,104.20,482.11,709.85
2026-01-01T08:50:00Z,account_summary,small,1,4,true,false,false,39,5,169.56,491.02,514.74
2026-01-01T08:55:00Z,transaction_history,large,3,1,true,false,false,41,2,117.86,407.54,906.23
2026-01-01T09:00:00Z,member_search,large,1,3,false,false,false,50,0,125.58,555.08,737.92
2026-01-01T09:05:00Z,account_summary,large,2,1,true,false,false,59,3,166.55,691.35,1051.27
2026-01-01T09:10:00Z,member_search,tiny,2,3,false,false,false,43,0,119.22,579.24,234.00
2026-01-01T09:15:00Z,statement_lookup,tiny,2,1,false,false,false,49,1,141.64,697.04,254.21
2026-01-01T09:20:00Z,transaction_history,large,1,4,false,false,false,56,13,195.02,612.38,608.45
2026-01-01T09:25:00Z,member_search,medium,4,3,true,false,false,58,2,143.28,654.68,616.47
2026-01-01T09:30:00Z,transaction_history,small,1,5,false,false,false,55,7,160.21,615.69,429.90
2026-01-01T09:35:00Z,transaction_history,small,3,6,true,true,true,57,8,190.11,649.17,864.18
2026-01-01T09:40:00Z,member_search,tiny,2,3,false,false,false,60,0,128.04,551.78,254.75
2026-01-01T09:45:00Z,statement_lookup,medium,0,4,false,true,false,69,13,206.37,760.66,630.87
2026-01-01T09:50:00Z,statement_lookup,small,3,3,true,false,false,48,10,204.44,611.32,652.91
2026-01-01T09:55:00Z,transaction_history,medium,3,4,false,false,false,76,19,262.28,672.38,1117.84
2026-01-01T10:00:00Z,member_search,small,1,1,true,false,false,61,12,200.53,566.65,655.26
2026-01-01T10:05:00Z,account_summary,small,0,1,false,true,false,57,0,127.35,737.74,215.31
2026-01-01T10:10:00Z,member_search,large,2,6,false,false,false,70,10,204.59,772.02,1029.27
2026-01-01T10:15:00Z,transaction_history,tiny,3,4,true,false,false,46,12,192.32,627.50,696.56
2026-01-01T10:20:00Z,account_summary,medium,1,4,false,false,false,63,17,225.47,787.19,557.67
2026-01-01T10:25:00Z,transaction_history,large,4,2,false,false,false,63,6,189.86,796.12,912.92
2026-01-01T10:30:00Z,transfer_history,large,0,1,true,false,false,44,0,187.89,685.93,1058.24
2026-01-01T10:35:00Z,transaction_history,very_large,1,1,false,false,false,45,0,142.54,608.65,987.73
2026-01-01T10:40:00Z,transaction_history,very_large,1,5,false,false,false,65,12,226.86,693.78,1023.31
2026-01-01T10:45:00Z,member_search,small,4,3,true,false,false,39,0,74.46,754.88,519.57
2026-01-01T10:50:00Z,verification_audit,medium,2,1,true,true,true,57,3,113.54,757.82,829.09
2026-01-01T10:55:00Z,verification_audit,small,3,5,false,true,true,47,4,156.49,713.70,741.26
2026-01-01T11:00:00Z,transfer_history,large,1,6,false,false,false,69,15,238.68,817.27,902.39
2026-01-01T11:05:00Z,transfer_history,very_large,4,3,false,true,true,70,5,167.93,819.94,1263.42
2026-01-01T11:10:00Z,verification_audit,tiny,1,3,true,false,false,55,2,158.69,697.16,492.07
2026-01-01T11:15:00Z,statement_lookup,medium,4,3,true,true,false,56,2,139.98,788.48,756.24
2026-01-01T11:20:00Z,transaction_history,tiny,4,1,false,false,false,76,23,261.43,782.27,1121.57
2026-01-01T11:25:00Z,transfer_history,medium,1,3,true,false,false,65,5,180.27,783.56,681.35
2026-01-01T11:30:00Z,account_summary,large,3,4,true,false,false,66,12,239.78,877.92,1149.93
2026-01-01T11:35:00Z,account_summary,very_large,2,3,false,false,false,67,14,210.13,838.10,1269.08
2026-01-01T11:40:00Z,transaction_history,large,2,6,true,true,false,78,20,261.58,749.37,1228.20
2026-01-01T11:45:00Z,transaction_history,large,4,3,false,true,true,56,5,154.45,735.43,1111.25
2026-01-01T11:50:00Z,transaction_history,medium,3,1,false,false,false,80,25,265.79,843.86,1191.00
2026-01-01T11:55:00Z,transfer_history,medium,2,6,true,false,false,57,4,187.15,816.01,733.55
2026-01-01T12:00:00Z,transaction_history,medium,3,2,false,false,false,60,5,185.51,746.21,648.00
2026-01-01T12:05:00Z,transaction_history,small,1,2,true,true,true,65,4,160.59,795.35,538.28
2026-01-01T12:10:00Z,transfer_history,medium,4,3,false,true,true,72,16,241.32,694.13,1168.03
2026-01-01T12:15:00Z,member_search,tiny,3,2,true,true,true,74,16,249.29,830.00,1022.67
2026-01-01T12:20:00Z,transaction_history,large,1,6,false,false,false,57,0,180.26,790.67,687.79
2026-01-01T12:25:00Z,member_search,tiny,2,5,false,false,false,74,14,240.53,785.10,625.96
2026-01-01T12:30:00Z,account_summary,very_large,4,2,true,true,false,83,16,245.30,820.86,1890.73
2026-01-01T12:35:00Z,transfer_history,small,1,1,false,false,false,69,9,212.60,749.95,505.90
2026-01-01T12:40:00Z,transfer_history,medium,0,4,true,false,false,69,18,242.09,871.74,869.41
2026-01-01T12:45:00Z,transaction_history,large,0,2,false,false,false,64,8,180.75,760.56,900.28
2026-01-01T12:50:00Z,transfer_history,medium,4,6,false,true,true,73,10,195.31,856.69,966.03
2026-01-01T12:55:00Z,transaction_history,small,2,3,false,false,false,85,17,257.78,843.16,866.07
2026-01-01T13:00:00Z,statement_lookup,medium,4,2,false,false,false,68,9,199.33,776.47,818.62
2026-01-01T13:05:00Z,transfer_history,medium,2,3,true,false,false,51,7,185.95,773.91,469.74
2026-01-01T13:10:00Z,statement_lookup,tiny,0,2,false,true,true,69,13,202.85,741.80,595.02
2026-01-01T13:15:00Z,member_search,medium,4,2,false,false,false,69,13,214.84,807.23,790.08
2026-01-01T13:20:00Z,statement_lookup,medium,2,5,false,false,false,61,10,176.49,746.64,639.85
2026-01-01T13:25:00Z,account_summary,medium,1,5,true,true,false,53,8,169.57,743.27,517.52
2026-01-01T13:30:00Z,transaction_history,small,0,4,true,false,false,74,10,244.29,777.73,479.72
2026-01-01T13:35:00Z,statement_lookup,very_large,2,3,false,true,false,65,2,176.99,790.08,1437.28
2026-01-01T13:40:00Z,account_summary,small,2,6,false,false,false,52,6,139.10,857.69,421.93
2026-01-01T13:45:00Z,member_search,small,2,3,false,true,true,71,18,268.64,832.00,897.62
2026-01-01T13:50:00Z,transaction_history,small,3,6,false,false,false,64,20,239.38,820.43,971.85
2026-01-01T13:55:00Z,transaction_history,medium,3,2,true,false,false,58,4,128.69,633.31,581.42
2026-01-01T14:00:00Z,verification_audit,large,0,5,true,false,false,62,6,174.26,737.13,972.17
2026-01-01T14:05:00Z,statement_lookup,small,1,2,false,false,false,73,22,258.53,813.41,529.75
2026-01-01T14:10:00Z,transaction_history,medium,3,6,true,true,false,62,10,211.16,731.12,865.50
2026-01-01T14:15:00Z,statement_lookup,medium,0,6,false,false,false,58,4,164.33,779.14,261.69
2026-01-01T14:20:00Z,verification_audit,medium,4,4,true,false,false,54,0,135.02,650.67,765.04
2026-01-01T14:25:00Z,verification_audit,small,2,4,true,false,false,63,5,173.15,668.31,521.43
2026-01-01T14:30:00Z,transaction_history,small,0,3,false,false,false,77,24,294.67,734.22,836.97
2026-01-01T14:35:00Z,transaction_history,large,4,2,false,true,false,79,15,228.73,757.97,1230.53
2026-01-01T14:40:00Z,transaction_history,very_large,0,1,false,false,false,57,6,163.62,714.82,1224.60
2026-01-01T14:45:00Z,transaction_history,large,0,1,true,false,false,59,1,128.44,648.64,792.26
2026-01-01T14:50:00Z,transaction_history,large,4,4,true,false,false,67,2,186.90,780.84,1010.74
2026-01-01T14:55:00Z,transfer_history,medium,0,6,true,false,false,58,2,143.22,746.69,617.46
2026-01-01T15:00:00Z,transaction_history,tiny,0,5,true,false,false,46,0,153.21,605.84,503.13
2026-01-01T15:05:00Z,transaction_history,large,4,3,true,true,true,76,22,250.99,670.56,2185.17
2026-01-01T15:10:00Z,member_search,large,3,5,true,true,true,57,10,182.82,686.58,1310.36
2026-01-01T15:15:00Z,transaction_history,small,0,4,false,false,false,66,7,190.13,603.78,371.07
2026-01-01T15:20:00Z,member_search,medium,1,2,true,false,false,46,0,136.51,621.10,439.09
2026-01-01T15:25:00Z,verification_audit,small,2,5,false,true,false,53,3,137.74,653.41,522.22
2026-01-01T15:30:00Z,transaction_history,medium,2,6,true,false,false,62,5,170.38,689.37,745.74
2026-01-01T15:35:00Z,transfer_history,small,1,6,true,true,false,60,0,149.97,567.13,660.23
2026-01-01T15:40:00Z,account_summary,medium,0,4,false,false,false,46,0,67.60,547.63,329.37
2026-01-01T15:45:00Z,transaction_history,large,4,5,false,true,true,66,7,194.19,711.04,1216.68
2026-01-01T15:50:00Z,verification_audit,medium,4,2,false,true,false,44,0,104.47,611.02,658.35
2026-01-01T15:55:00Z,member_search,medium,2,4,true,true,false,71,13,234.45,699.52,900.83
2026-01-01T16:00:00Z,verification_audit,large,2,2,false,false,false,54,0,142.08,573.96,574.84
2026-01-01T16:05:00Z,account_summary,small,3,1,false,false,false,40,0,111.86,393.27,170.24
2026-01-01T16:10:00Z,verification_audit,medium,1,6,false,true,true,56,9,180.23,553.26,724.07
2026-01-01T16:15:00Z,transaction_history,medium,0,2,false,false,false,42,2,91.36,570.23,465.28
2026-01-01T16:20:00Z,account_summary,small,2,3,true,false,false,41,0,118.31,508.90,473.16
2026-01-01T16:25:00Z,account_summary,tiny,3,2,true,false,false,40,1,100.54,535.54,250.65
2026-01-01T16:30:00Z,transfer_history,medium,4,1,true,false,false,36,0,110.69,456.00,633.94
2026-01-01T16:35:00Z,statement_lookup,large,2,3,false,true,true,43,4,162.89,518.31,690.38
2026-01-01T16:40:00Z,transaction_history,tiny,2,4,false,false,false,69,11,232.82,609.20,437.81
2026-01-01T16:45:00Z,member_search,medium,3,5,false,true,true,51,3,162.27,633.84,680.95
2026-01-01T16:50:00Z,transfer_history,medium,1,2,true,false,false,69,15,244.60,642.52,737.11
2026-01-01T16:55:00Z,account_summary,very_large,3,5,false,true,true,60,7,150.58,561.39,1413.15
2026-01-01T17:00:00Z,transaction_history,large,1,3,false,false,false,57,9,185.31,312.94,750.02
2026-01-01T17:05:00Z,verification_audit,small,2,6,false,false,false,48,2,149.00,457.62,487.27
2026-01-01T17:10:00Z,transfer_history,medium,3,1,true,false,false,43,0,114.74,401.95,656.26
2026-01-01T17:15:00Z,transfer_history,large,2,3,false,false,false,33,0,125.80,405.90,805.62
2026-01-01T17:20:00Z,statement_lookup,small,2,3,false,false,false,53,8,154.92,347.10,348.40
2026-01-01T17:25:00Z,statement_lookup,small,0,4,true,false,false,36,0,96.80,334.02,333.56
2026-01-01T17:30:00Z,member_search,large,3,3,false,true,true,49,0,124.35,412.94,908.50
2026-01-01T17:35:00Z,account_summary,large,3,4,true,false,false,27,3,141.41,483.32,846.57
2026-01-01T17:40:00Z,transfer_history,large,3,1,false,false,false,55,4,148.78,403.88,805.91
2026-01-01T17:45:00Z,verification_audit,small,3,1,true,false,false,42,0,92.01,459.07,522.44
2026-01-01T17:50:00Z,statement_lookup,small,3,1,true,false,false,47,0,161.28,446.78,439.97
2026-01-01T17:55:00Z,transfer_history,very_large,3,6,false,false,false,57,7,188.65,424.91,1383.14
2026-01-01T18:00:00Z,transaction_history,small,0,3,true,true,true,48,5,126.84,281.38,458.32
2026-01-01T18:05:00Z,account_summary,large,4,6,true,false,false,38,0,129.17,246.35,899.03
2026-01-01T18:10:00Z,statement_lookup,small,4,3,false,false,false,36,0,124.73,222.62,471.00
2026-01-01T18:15:00Z,transfer_history,medium,1,3,false,false,false,38,2,110.88,280.50,287.92
2026-01-01T18:20:00Z,transaction_history,large,0,6,false,false,false,34,0,107.01,185.93,582.70
2026-01-01T18:25:00Z,transfer_history,tiny,3,6,true,true,false,34,0,102.63,251.32,615.78
2026-01-01T18:30:00Z,statement_lookup,medium,3,4,true,false,false,36,6,117.10,308.86,677.31
2026-01-01T18:35:00Z,account_summary,small,1,3,false,false,false,42,3,117.15,235.47,301.79
2026-01-01T18:40:00Z,member_search,small,0,3,true,true,true,31,0,106.76,256.09,540.10
2026-01-01T18:45:00Z,member_search,medium,3,1,false,false,false,30,2,118.09,290.07,441.11
2026-01-01T18:50:00Z,transaction_history,medium,4,1,true,true,false,27,0,107.99,302.08,728.05
2026-01-01T18:55:00Z,statement_lookup,small,2,2,false,true,false,48,14,183.42,324.66,596.87
2026-01-01T19:00:00Z,transfer_history,medium,1,5,false,false,false,43,0,92.22,223.18,462.81
2026-01-01T19:05:00Z,member_search,tiny,3,2,true,false,false,43,0,127.70,272.50,283.93
2026-01-01T19:10:00Z,account_summary,tiny,4,1,true,false,false,32,0,89.94,352.59,330.45
2026-01-01T19:15:00Z,transfer_history,medium,3,6,true,false,false,39,1,115.72,281.36,672.15
2026-01-01T19:20:00Z,transfer_history,large,3,5,true,true,true,38,0,117.03,199.95,965.01
2026-01-01T19:25:00Z,account_summary,very_large,1,5,true,false,false,36,3,119.83,268.03,1246.56
2026-01-01T19:30:00Z,transaction_history,small,4,5,true,false,false,31,0,124.80,249.50,547.65
2026-01-01T19:35:00Z,member_search,small,4,1,false,false,false,42,9,155.92,326.59,582.01
2026-01-01T19:40:00Z,account_summary,large,1,3,false,true,true,20,0,102.52,216.01,671.89
2026-01-01T19:45:00Z,account_summary,medium,4,1,true,false,false,35,0,138.78,321.78,542.15
2026-01-01T19:50:00Z,statement_lookup,large,1,3,true,true,true,44,11,162.13,316.48,1100.26
2026-01-01T19:55:00Z,account_summary,large,0,5,false,false,false,43,0,131.09,318.84,447.27
2026-01-01T20:00:00Z,member_search,large,0,6,true,false,false,30,0,82.39,221.17,635.78
2026-01-01T20:05:00Z,account_summary,tiny,2,1,true,true,false,28,0,94.15,286.29,421.50
2026-01-01T20:10:00Z,member_search,very_large,3,5,false,false,false,43,3,104.63,273.67,1151.10
2026-01-01T20:15:00Z,account_summary,tiny,2,4,true,false,false,42,0,125.94,348.23,233.40
2026-01-01T20:20:00Z,transaction_history,small,3,1,true,true,true,23,0,49.16,154.35,533.81
2026-01-01T20:25:00Z,verification_audit,medium,1,4,false,false,false,38,0,102.34,280.46,581.46
2026-01-01T20:30:00Z,account_summary,large,1,5,true,false,false,37,0,121.99,332.57,771.65
2026-01-01T20:35:00Z,account_summary,tiny,1,1,true,false,false,29,0,111.75,249.82,331.57
2026-01-01T20:40:00Z,transaction_history,very_large,4,2,true,true,true,49,0,132.37,238.18,1664.76
2026-01-01T20:45:00Z,account_summary,small,2,3,true,false,false,24,0,97.30,174.54,261.71
2026-01-01T20:50:00Z,member_search,large,3,2,true,false,false,37,0,87.44,324.98,787.53
2026-01-01T20:55:00Z,account_summary,medium,1,5,false,false,false,38,0,120.18,251.13,455.86
2026-01-01T21:00:00Z,statement_lookup,tiny,4,6,true,false,false,37,0,107.25,328.88,575.33
2026-01-01T21:05:00Z,verification_audit,medium,4,5,true,false,false,19,0,87.51,299.18,594.28
2026-01-01T21:10:00Z,account_summary,tiny,3,3,false,false,false,23,0,92.17,255.55,118.96
2026-01-01T21:15:00Z,account_summary,tiny,4,3,false,false,false,34,0,108.79,194.48,284.69
2026-01-01T21:20:00Z,member_search,large,0,6,false,false,false,29,7,141.98,304.23,588.46
2026-01-01T21:25:00Z,transfer_history,medium,2,4,false,false,false,29,0,69.85,213.20,438.46
2026-01-01T21:30:00Z,member_search,small,0,1,true,false,false,32,0,106.99,360.16,288.51
2026-01-01T21:35:00Z,account_summary,medium,0,5,true,false,false,30,0,94.94,179.63,222.11
2026-01-01T21:40:00Z,account_summary,tiny,3,3,false,false,false,37,0,129.00,411.67,257.67
2026-01-01T21:45:00Z,account_summary,tiny,3,5,false,true,false,39,0,126.00,278.93,285.23
2026-01-01T21:50:00Z,transaction_history,small,4,1,false,false,false,30,0,97.80,238.10,401.90
2026-01-01T21:55:00Z,member_search,tiny,1,4,false,true,false,37,4,137.01,200.41,415.34
2026-01-01T22:00:00Z,member_search,medium,4,2,true,true,true,29,0,68.33,298.89,546.34
2026-01-01T22:05:00Z,member_search,small,3,3,false,true,true,40,0,120.71,233.76,501.96
2026-01-01T22:10:00Z,transfer_history,small,1,2,false,false,false,32,0,104.07,344.39,258.97
2026-01-01T22:15:00Z,statement_lookup,small,3,3,true,false,false,21,0,84.19,243.44,544.20
2026-01-01T22:20:00Z,account_summary,small,0,3,true,false,false,30,0,97.40,255.83,208.43
2026-01-01T22:25:00Z,account_summary,medium,0,4,false,false,false,39,0,97.70,329.01,240.01
2026-01-01T22:30:00Z,account_summary,large,1,1,true,false,false,45,0,126.85,312.69,653.31
2026-01-01T22:35:00Z,member_search,tiny,4,3,false,true,false,44,4,127.66,318.17,556.84
2026-01-01T22:40:00Z,transfer_history,large,1,1,false,true,false,37,0,116.70,214.11,497.69
2026-01-01T22:45:00Z,transfer_history,very_large,0,5,false,false,false,21,0,66.75,266.71,947.73
2026-01-01T22:50:00Z,transaction_history,large,1,3,false,false,false,35,0,126.42,283.97,489.89
2026-01-01T22:55:00Z,transaction_history,small,0,3,false,false,false,43,0,132.15,314.86,297.84
2026-01-01T23:00:00Z,member_search,medium,2,1,false,false,false,40,0,111.54,300.09,356.15
2026-01-01T23:05:00Z,statement_lookup,large,4,1,false,true,true,47,0,142.72,313.23,813.77
2026-01-01T23:10:00Z,transaction_history,medium,0,5,false,true,true,56,6,154.81,402.25,668.35
